callsign,latitude,longitude
CSZ9602,29.68790,113.61646
VKG1644,43.04192,23.91059
AFR18AB,35.03438,-5.79048
BAW242,30.76633,-89.27023
DKH1028,32.96951,115.29520
TAM3790,-14.44080,-50.64825
SIA228,-23.85295,133.91562
SVA7102,36.61953,20.51749
EZY1815,37.63916,-4.62590
IGO1404,17.82698,70.26807
EXS77E,42.09984,2.15101
AFL1400,56.74883,60.80049
MXD158,2.71024,101.72013
RYR9JG,37.72220,-4.80646
TLM8014,27.48896,111.91540
EVA266,19.81146,120.11034
CLX661,47.72186,-102.01460
CSN3047,7.11360,105.64453
APJ36,31.27319,130.72697
SIA866,17.21973,112.91551
PAL684,13.75851,105.90107
CUH2507,34.94597,108.23256
EXS69B,38.78254,1.24447
THY3FE,40.96667,9.72989
CHH7691,30.74075,117.24722
IBK6306,29.02406,-15.89549
EZY91YN,43.40098,16.03252
AFR10TK,35.56696,-7.93911
GFA275,24.06120,58.82512
QTR301,40.27211,45.36554
RYR733V,36.42490,-7.85740
CES5714,31.17566,107.23662
JJP22,30.06912,128.75664
JBU602,41.44387,-91.66437
EZY47MH,36.67356,-4.48311
ANA920,35.76449,140.39043
CPA391,30.55064,113.91810
CSN6712,25.34930,110.20798
DLH781,45.51324,106.08640
THY8TW,52.52006,34.17551
VOI623,20.52410,-103.30422
OMA705,7.09561,48.36453
RYR80HD,35.68579,-11.66737
BWA551,24.70233,-64.29096
VRD1138,41.17499,-100.33364
CSN6899,34.37502,108.65265
SYL587,69.39268,89.43352
RYR4JQ,35.41764,-7.95860
CHH7326,22.63392,113.80045
BMS4NQ,51.90582,2.21558
SAI779,25.59997,61.61388
EZY89EA,36.83125,-4.75971
MON280N,37.60842,-16.17230
KAL905,47.92995,109.62222
HDA732,18.24087,113.41399
SEJ876,21.20517,72.83186
QTR402,31.76903,36.21966
VLG6304,53.36123,-2.26753
KAR8816,51.19199,47.33883
AFL1444,59.39543,73.97910
CHH489,50.92543,103.46612
EZY317C,37.06618,-8.22677
SLK921,8.93871,107.06619
TRA821E,41.80819,16.72553
DAT4434,36.67923,-4.47401
UAL238,39.01711,-99.44348
LPE2473,-30.69156,-71.21513
MGL298,29.07741,113.72126
PIA303,29.78929,72.06293
SAS89K,49.02450,2.53322
AFL2620,54.60800,29.02911
AXM173,10.71540,117.53932
UAE135,37.63665,45.13219
ALK405,11.02598,90.40265
CES5500,30.55818,103.94184
CAO1041,44.91087,113.00832
AIC933,22.71442,58.57661
QFA172,-39.61019,152.05223
RYR15NT,36.60892,-11.10701
RYR878H,38.56318,-9.51953
BTK7348,-6.27074,106.88243
OMA253,15.79508,74.73563
AAL988,2.49931,-83.26508
AIC772,22.66662,88.44706
TUI87D,48.76648,2.17726
ISS497,53.67128,31.46541
JBU670,39.87376,-110.21295
CSN3263,43.76908,125.70023
QTR674,16.74438,63.59589
TAM3351,-21.13115,-45.28979
KTK9666,48.27583,43.72363
THY6ME,40.93702,28.74798
CES2086,31.13941,121.80111
FIN765V,48.11973,16.55851
ABY522,19.78242,73.14008
LNI041,-6.12069,106.63966
RYR5XJ,54.42462,-1.78132
GFA150,23.19666,63.42554
MEA213,44.16321,19.23598
CSN6958,37.16689,102.94370
EXS301,48.11526,-4.52520
TCX17HW,39.86396,4.22247
CAL221,27.86058,125.04755
CQH8517,14.05580,100.62460
ETD63G,29.06075,35.69528
ROT415P,42.39940,4.05252
THY2DV,45.14561,10.55009
UAE139,38.79720,44.35229
ANA468,35.33940,139.92531
ETD451,-20.41856,139.24391
EZY2295,62.48680,-19.43593
EIN97A,37.02202,-8.02014
CSN6715,27.34921,110.06125
ETD47K,38.10496,44.67530
LUC465,43.66125,7.21261
QTR729,42.19112,49.30239
QLK474D,-20.59331,139.48302
CXA8210,33.85384,110.15763
UAE175,39.95366,45.53076
VOZ1727,-20.71033,116.77051
CCA1322,39.84392,116.08112
EZY84XV,36.75941,25.22011
CSH9057,31.12671,121.82388
EVA398,25.08071,121.24232
ETH504,59.13083,-33.17806
GEC8414,42.67932,32.68283
AXB331,21.78435,59.47281
UZB651,52.34235,54.28696
IBK3PW,42.21217,-3.58301
TCX230,46.14619,18.40170
ETD55E,29.04478,35.15456
UAE505,25.16776,55.82428
UAE388,22.50042,74.57632
MD10,35.05952,-89.95704
VLG85VY,53.79437,13.85290
TUA3902,41.82367,40.07731
UAL1976,39.33817,-89.25723
THY8HQ,41.74365,26.81563
DCAWB,46.95608,6.98667
UBA002,17.05097,96.28139
UAE404,18.22659,72.17640
RYR4QK,55.03646,-1.70554
JAL3512,33.60021,130.44525
CSC8759,39.39623,97.35590
SVA784,22.47235,56.20725
TOM2LM,45.40086,13.81047
CSZ9727,19.93516,110.56176
TRA727V,38.00656,-5.64937
CSN3861,40.14322,116.71820
TOM8WP,41.58791,12.15171
CCA1620,39.01957,116.64374
EVA130,34.43482,135.22710
JTG631,43.99163,-4.79141
AMX003,25.96101,-80.61933
CSN3940,34.81235,107.78361
AMX057,41.74632,157.52362
KQA550,-3.51937,20.59426
TOM50B,41.01871,14.22442
QFA94,32.73843,-124.38892
EZY36QC,53.11816,-5.86246
CSN3120,28.74756,111.46026
THY8FK,42.51355,13.57814
QTR8453,21.42371,98.48917
JB72,42.47150,-85.40389
IBK9TV,50.80167,9.60899
UAE225,41.55675,60.56644
SEJ562,28.16551,77.24408
CSN3359,30.65218,104.86845
THY1BR,41.20317,28.48730
JBU530,30.48926,-98.97185
SDM6643,52.86342,9.67369
AFL1620,44.97638,33.94795
RYR8PQ,39.91031,-8.35425
TBA9816,40.59943,110.63580
CHH7980,34.65042,113.86230
CXA8113,40.15498,116.56139
QTR960,20.07212,68.39824
UAL415,39.93144,-98.24112
IGO433,22.83154,88.12027
TGG641,-34.93748,138.54095
FJAON,47.04392,2.23051
SVR2953,39.11114,68.86353
CND515,38.82826,1.26472
AIC317,25.01578,114.48904
CSC101,30.83280,108.48592
EVA226,14.69459,113.80598
RYR920D,39.45256,2.33960
FIN1RW,53.84472,-2.27439
CSC8501,46.74458,130.10747
CCA186,38.10174,116.45535
UPS2910,34.04982,-117.57928
UAE729,12.13701,48.66153
RCH462T,40.15777,-97.44102
CCA817,51.35648,130.06071
CAL101,29.79287,127.73938
UAL1803,35.54326,-72.22845
TUA425,49.31648,43.31614
PGT5LD,46.54385,10.14983
VOZ688,-36.03611,129.99300
GLO9362,-17.04538,-63.52060
QTR427,32.71143,48.82050
CQH8954,30.83304,121.35229
CSZ9211,34.41142,108.73780
CSN3204,23.39530,113.28973
WJA240,47.07642,-94.68333
SCW8232,45.27200,2.82970
ABY385,28.82691,37.00755
THY4209,38.91362,27.87584
GXLEI,22.31518,113.92393
RYR9WB,40.48399,-3.57533
DKH8538,30.92600,121.72395
EXS21M,36.73400,-4.61017
LLM815,58.35090,32.75803
ARG1883,-36.27830,-59.67908
T7ARG,52.88958,37.65038
RYR69HQ,42.35046,-5.17213
CCA1418,39.14708,117.13745
UAE713,11.77350,50.67861
CAL011,55.51135,-83.01730
FDX60,35.06036,-89.97354
CSN6212,44.87191,125.56319
JBU492,41.25713,-96.98867
ANA852,34.94937,139.98894
UAL1225,39.73345,-98.49878
TFL585,39.55026,2.73436
DKH1166,31.47748,122.51749
BAW885,51.69131,1.89729
AXM278,4.94721,114.93336
AAR728,31.42299,120.87526
ETD7,38.32791,44.35216
AFL2410,48.22147,15.17536
BBG772,36.68179,27.16988
CES5087,33.58732,130.44522
AAL1042,30.66317,-97.91257
CSN3085,28.94545,118.76469
IBE3195,40.28091,-3.24670
THY5EC,51.90821,33.65512
00000000,54.55896,55.86772
CQH8733,33.81159,114.59364
N8VB,42.48641,-98.12918
LPE2451,3.95573,-75.13005
NKS266,39.41103,-99.35114
AFL2374,50.21672,12.83051
EZY21RE,51.14736,-0.20211
PGT10YF,48.40247,18.52978
QTR1353,15.92102,53.89098
AAL661,38.82479,-100.24025
THY1CU,47.84756,17.38902
PGT5543,48.74199,17.92779
AFL251,47.14071,110.83881
CDG4874,36.56138,116.45712
AAL1126,19.13860,-76.84383
UAE342,22.85439,62.76523
AAL624,43.43563,-96.86366
AHY9101,36.89963,31.56569
FDB630,23.17754,46.53923
MON70SL,45.50729,12.34198
QTR649,26.63174,57.22768
FFT1740,38.30823,-114.94633
UAL1162,33.09143,-77.56875
EVA212,21.11130,117.63194
VOI897,33.02495,-115.61221
CSN350,13.92828,111.47443
CCA1462,38.44734,115.02937
UAE418,23.39680,71.47605
FLI9266,45.65218,-4.29492
EJA147,33.93323,-118.39748
BMS3G,60.38897,25.08732
CSC8825,42.37809,125.12476
RYR81CB,38.49435,-10.40781
CSC8887,40.06201,116.59570
UAE334,23.15245,72.35066
RYR1WM,41.48232,2.62005
AZA11A,41.79670,12.25665
JAI010,13.86845,81.15141
DAIXE,43.63120,1.35240
CCA1362,36.14227,111.63299
BMS2901,45.18780,7.65919
ASA732,45.94872,-99.26201
EXS1KM,39.52702,2.33161
JJP513,33.58516,130.40161
FDB595,24.06839,69.97350
EZY42RE,41.69069,11.38521
OHY896,47.17250,41.29280
JBU276,40.98077,-112.61392
LLP29CB,51.56374,20.89228
AFL1272,45.03778,39.14859
THY5PA,41.74781,26.96754
ICE353,64.58137,-8.35578
GCR7890,39.24069,117.30198
THY5XM,42.81451,25.55230
SVR219,45.88799,43.70979
UAE506,20.16563,71.13554
CCA879,50.73947,128.31894
EZY7933,41.22629,20.02100
RYR109T,39.87236,-0.33380
CHH772,23.10713,113.82995
CCA4247,40.05486,94.74301
RYR8JD,41.29912,2.08447
SIA11,27.70308,131.35840
ABY270,35.45535,71.16817
RYR10FW,38.40104,-0.95898
CES2962,28.25921,117.92003
THA434,10.50684,101.90662
IBK5BV,51.01078,0.13489
ANA928,36.60537,140.57504
IBK8CY,48.74318,1.82408
AZU5265,-13.54353,-45.55448
TPA831,-9.91065,-67.88239
CSZ9691,38.63187,116.28741
THY92U,48.76044,12.95781
GCR7856,38.56219,115.26414
ETD463,-28.12394,132.70872
UAE133,35.43175,51.94435
JAF5331,36.84805,10.21923
CHH7965,40.02722,116.63873
ETD54F,37.95646,44.82135
DKH1261,42.85189,125.45402
SDM6633,49.13704,16.76943
DAL503,39.22357,-102.60571
CCA105,24.92303,119.61588
BAW132,34.27567,27.94413
RYR6TX,50.91971,4.03057
TOM1TK,43.53795,16.30002
HDA213,20.08073,110.01868
SVR2792,55.41156,37.89984
MGL502,37.40689,125.94399
CES2156,34.43417,108.76942
QTR707,41.47737,44.78308
FFT678,34.43422,-90.79886
SVA227,34.23257,24.36925
UTP9944,23.31078,94.87014
SEJ657,21.72441,88.36419
CRK9063,24.36982,100.74831
QFA7521,55.10051,-118.81609
HESS82,33.51457,-117.78678
CSC8729,19.93492,110.50211
UAL1796,39.39706,-114.25604
THY1JA,36.41526,14.74844
CSN6942,40.67068,94.74680
MXD305,1.63522,103.91879
CSN354,15.66783,112.51144
GCR7523,19.56853,109.77657
QFA476,-33.23267,136.17352
TGG565,-37.68750,144.73131
EZY32QG,39.50232,2.61615
QTR71DW,38.79477,43.03607
BTI772,45.45654,28.16707
EZY83RZ,50.21557,19.81689
QJE1782,-20.86890,139.82570
JAI820,28.00247,77.20540
AEE9KM,52.05780,14.17910
CFT1,22.65488,88.44385
ETD84E,37.37521,45.22576
CSN8395,31.71511,125.07281
HVN319,30.63469,133.24924
CSC8512,25.14391,107.22357
IRA718,39.44655,34.79060
JJA2102,30.52309,125.41146
QTR91EP,38.70041,43.09399
UZB462,41.24113,69.31618
CAL835,16.19183,107.43342
RYR11M,37.95332,-10.64458
TVP7463,52.26814,19.32304
AMX400,31.82881,-87.00282
ETH847,-8.32256,33.37103
KAL480,31.39413,120.97661
ABG7708,50.17566,39.96703
CFE2347,39.74004,2.74413
JTG789,44.66368,5.60028
QTR763,42.11157,44.46046
HVN583,15.90395,114.03084
ALLIED2,38.81979,-121.76717
EZY97JQ,37.73776,23.74444
CES5703,34.47491,115.49292
BMS3,51.30434,3.61816
UAL863,29.16292,-136.99162
EZY13GJ,43.01459,17.28365
CSN442,47.22482,-129.51456
DUB8,38.10315,45.66526
KTK7282,50.29592,45.47894
LAN530,2.74681,-79.77429
WOW720,57.89795,8.30209
JBU96,46.75046,-99.54300
AAL1369,28.35660,-105.77050
IGO222,28.56983,77.11598
EXS15G,41.07069,-8.54761
TAM8100,-13.14047,-61.43716
TAM4509,-1.38858,-48.47893
TAM3379,-13.74753,-45.97677
AAL1725,39.57178,-98.91443
FDB727,36.37779,46.94115
QFA12,33.68349,-120.94770
ASA135,50.87326,-104.25903
WOW162,45.89082,-113.38495
SA8152,-18.74339,28.38584
ACA754,39.94547,-110.71716
EXS83M,39.81413,2.89657
AMX709,12.91569,-88.61052
DEBRH,51.44885,2.93012
EXS41T,38.28424,-0.56146
GLP164,55.39595,37.90233
HVN577,22.55380,107.49123
FIN22,40.68686,65.24933
QJE1927,-31.62629,116.09193
CAL754,12.73558,113.26785
RYR1ZX,40.46276,-3.56871
BRU871,47.21484,7.44111
CQH8888,30.94672,121.30527
CHH7842,30.77778,114.20882
ANA475,26.35446,128.06741
BAW771C,51.67488,0.53195
AAL1275,37.72975,-101.30099
AEA857,56.21034,12.98756
CES5819,26.34192,105.66531
CCA1432,40.17810,116.07690
SIA175,4.51515,104.51985
BSX861,22.10101,113.60927
GIA862,9.38326,101.97728
SXS5VV,47.05714,21.35708
JBU236,27.10162,-76.70862
ROT421,43.32175,5.72277
EZY105F,36.52642,-7.82507
EXS73F,40.62772,-8.28357
IAW147,29.59644,32.70656
NAX4479,53.34938,-2.28712
TLM8031,21.63543,105.88293
CVK7023,50.80913,3.55845
JST106,-17.94681,115.34845
AIJ2933,10.29945,-84.18941
DAL1588,42.75846,-102.00262
NLY6JR,40.30174,-6.06464
EZY48WT,38.37003,-8.13597
JAL897,31.14836,121.81907
QFA37,-26.25714,135.44997
GEC8161,46.83627,-50.93604
GTI2181,50.65952,-104.86494
KAL923,45.10570,112.90336
SBI184,56.66148,57.75832
RYR86BH,38.55373,-3.58101
ETD75X,36.28285,46.38731
60,40.64547,-73.77369
AXM1521,10.80544,116.54594
TAM3067,-14.64533,-45.95740
UEA2753,18.30837,109.40745
AXM135,9.00348,107.07110
TVS6LP,50.10825,14.26528
TVS1287,41.81268,23.18721
AAL584,35.22412,-99.79191
KQA502,1.96952,21.39323
VOI859,32.78210,-86.73431
AEA1171,50.90509,4.48601
CHB6203,19.92655,109.91846
IGO096,23.71290,60.31483
LOT286,52.11681,21.01018
LZB5882,42.46481,28.30896
KQA512,3.58239,22.29866
TTW254,35.65883,134.34660
CSC8325,33.22810,118.86696
AEE61CG,46.27483,6.99239
UAE392,24.13589,64.81861
ENT7281,42.56889,27.51804
CES5341,22.63720,113.79831
RZO121,37.74795,-25.71018
UAE205,29.08891,41.40684
TVF943N,38.50722,-9.69666
IBK1080,56.48285,17.49247
SDM6885,48.33188,40.39433
ANZ805,-33.49986,158.19196
JBU1516,40.93669,-115.54346
NWS123,45.03962,34.88668
DTR430,42.79825,2.81781
UAE527,23.42336,62.45533
UAE606,24.75650,66.95852
TAM3421,-11.75496,-45.98588
IBE3239,40.23519,-2.21599
AXB196,28.09483,69.31021
SAS1530,59.65051,17.92689
VLG7845,38.22116,19.92472
AUI5012,43.18525,29.48005
BOX570,60.54849,37.83824
CHH7489,31.90700,107.73298
MON532Q,40.05946,3.01856
IBE3189,42.75781,-0.24432
BGA113A,53.53350,9.83068
AXB351,21.76804,61.15229
AIQ319,2.69905,101.70320
VJC906,18.45807,106.10708
PGT77T,47.95193,14.90536
MXD572,5.62308,102.49174
TFL189,43.06934,22.56298
AFR17YK,37.55608,23.47913
N886WT,31.98751,126.12467
RYR4075,40.87120,-6.35577
RAM777U,35.92676,-5.07002
AZU2499,-21.06335,-45.59794
RYR9871,48.60887,16.49048
ROT301Z,49.84515,8.13306
BOH521,39.44593,20.07006
CBJ5765,42.70553,119.40944
JBU66,38.76102,-90.52325
ZH9734,41.54398,123.50924
CSC8295,40.43615,94.64825
CXA831,25.17419,118.71961
QTR725,39.29856,46.09985
SVA271,34.42789,30.89790
RYR893Z,41.59924,-15.40730
BAW699W,51.46801,-0.45985
IGO559,32.52090,75.52194
AAL654,37.07336,-100.41910
EIN3LM,52.58060,13.50260
GWI68M,44.07282,-4.72262
VOI895,33.62654,-89.32978
ENT821,38.20545,13.17921
CTV927,-6.90306,107.57959
EZY61WL,37.71602,-0.88840
EVA392,17.98262,118.67227
THY7GN,37.42379,44.18455
CSZ9865,28.02819,115.95589
QTR1351,17.65820,54.96092
CSC8985,30.77690,114.20876
IBK1ML,49.57348,6.19132
LPE2433,-24.13591,-67.59737
CCA1517,31.19685,121.32646
AFL1500,57.45640,62.47730
UAL240,38.79129,-99.32406
FGBGF,43.69220,4.96961
JST956,-20.02002,146.66414
DTR310,39.56912,20.08270
UAL1,41.48229,-137.39589
GMI2870,41.03984,3.56207
AEE8,48.29450,12.29168
CSN6629,43.26732,125.63077
ETD264,16.98753,66.85616
EIN562P,41.40816,2.40482
LOT341,43.51296,7.74500
CSH9377,31.15764,121.79185
IBS3832,29.88956,-14.78474
RYR5053,41.25543,-3.54796
CSH9252,30.49429,121.71241
UAE372,24.06674,68.96265
FDX1376,35.06054,-89.95380
QTR1347,17.19137,54.73482
ETH835,-5.25347,30.93437
CMP807,28.21289,-78.44571
CCA939,48.36596,104.40864
BAW5JH,36.76268,-4.67909
HVN238,20.90552,105.67955
AVA089,27.36736,-106.35373
PXG680,40.27512,9.18672
SVR109,45.02631,39.17314
EZD1264,16.02734,118.01035
ELB608,51.26719,32.68600
RYR2SH,51.89264,0.24646
WOW422,52.66306,-1.77107
UAL283,41.19106,-108.50687
EZY575K,39.75146,-7.80113
RYR2VB,38.85919,-4.57288
RYR1LR,38.75162,-0.74289
CFT4,22.65454,88.44398
SVR36,55.06828,38.39261
RSY9402,49.89637,40.19794
CHH430,34.03793,130.82884
AMX019,-0.08055,-85.22137
ICE201,63.25584,-11.81844
LPE2466,0.67398,-79.84025
KNE249,31.71007,31.10321
CES5344,31.19178,121.32776
XAX379,16.80664,109.50487
IJM092,38.41165,29.91585
CSZ9383,45.24934,125.90175
ESR632,37.38545,126.52710
EXS64J,39.77257,2.42762
GMI2424,57.96638,24.49072
CCA1958,28.97955,120.74239
CAL703,14.47188,121.40452
ANR211,41.63026,43.00629
DAL1908,37.18629,-100.32674
PBD414,55.97383,55.36685
DLH3CF,48.46977,12.28120
LOT3GA,49.01851,2.53235
ABG7508,50.19020,21.98980
UAL384,40.11309,-107.67094
RYR660V,49.72268,2.23349
EZY8507,60.79536,-16.18229
QSM2254,59.58476,31.59045
CMP801,-12.96713,-59.79723
VB0,20.52530,-103.30501
KY8202,25.15065,102.95960
RYR9SJ,40.57177,11.88927
FDB933,37.11978,51.31469
IGO269,30.67602,76.78383
CPA829,57.84189,-76.28050
IBK480,47.65416,17.94658
FFT604,39.83922,-88.00509
RYR4VM,42.55229,12.81836
TAR725,36.84756,10.22005
SAS2547,53.39621,-2.18699
FFT1746,31.85669,-98.71166
QTR1335,18.27590,55.25739
DLH729,41.83557,116.02093
CPA754,21.78346,113.85062
CSN6799,28.63428,116.05188
LNI764,-1.26405,116.89713
CHH7955,33.84492,137.90434
QTR701,38.51413,43.73233
CSH9219,35.23544,108.08659
CSN6520,41.64876,123.49663
SAS7375,48.40594,21.85364
CCA1558,34.04584,118.41322
LOT4TC,46.22736,6.09258
ETH921,6.98494,20.71658
JAF9MW,39.29824,-9.12061
NWK2664,-20.20186,121.78680
THA472,-22.82102,142.36130
UAE235,34.61103,50.54649
SDM6056,50.21604,40.88963
UAL839,25.52704,-132.73705
AFL2502,50.10782,19.06786
TUA902,41.83077,34.57359
HDA840,29.71212,106.65616
QTR852,22.36315,63.93467
CCA4514,30.25132,108.15112
TK6KL,39.33017,36.87408
NAX38P,47.20399,2.73196
CES2326,34.11987,108.74385
SDM5804,47.55688,42.87730
CSZ9239,42.82016,93.90730
RAM279,7.84245,3.61678
CBJ5286,19.93483,110.45535
DLH16V,45.36804,3.95030
EZY97TC,41.36934,11.70557
RYR35DM,48.86000,17.15776
LPE2461,12.53727,-79.17364
CJT570,45.69489,-74.05829
HDA744,34.32073,113.95082
GLO1579,-20.28500,-44.89019
CCA4141,39.09233,116.31378
IBE3257,40.27382,-2.91058
JAI474,12.98454,80.16605
CFE51LV,38.85841,1.12371
KAC161,31.51363,49.25270
CDG8825,34.32101,135.04646
GLO1667,-17.69321,-45.18441
KTK3094,45.78424,46.69451
KK,52.29893,4.78916
BAW122,37.86598,44.91006
BAW675,48.15056,14.46977
AAL434,41.80665,-106.82951
CXA8372,31.14624,121.33916
RAM787W,37.26915,-7.80245
DAL1056,46.31329,-101.07690
TWB668,37.56636,126.79568
SVR178,45.18044,35.72781
UAE304,24.08762,69.48557
DKH1181,41.48058,122.98882
SDM6621,51.24907,15.26357
CPA712,13.67624,100.75506
PGT51A,48.62553,15.71320
JJP309,29.96622,132.04704
ACA176,48.66275,-92.34277
CSN6287,32.12614,114.40343
CAW463,-33.93814,18.59307
TAM3747,-11.30456,-54.62205
CSZ9054,31.14432,121.53210
CES5092,21.32231,112.65636
YRCAA,46.73756,23.67794
AIJ6319,25.79264,-100.12991
SVR8,55.33567,37.97466
CES702,30.77092,121.92002
JBU132,33.82718,-105.88685
QFA663,-34.86356,140.26761
UAL726,39.62952,-111.92441
THY3MC,40.91634,13.25245
CSN3600,23.38866,113.29313
RYR3WW,47.04132,10.45413
JAI570,19.74229,62.65211
BER7493,26.38632,41.44835
AFL2402,49.29776,17.48516
JAL877,33.16819,129.32529
DLH35N,48.34712,11.78520
RYR1EG,42.98643,5.27586
AAL2026,38.04657,-95.33281
EZY87FX,43.46704,16.51603
CDG4928,36.65094,103.61223
SRN241,46.82321,13.71127
ANA290,34.40895,131.38670
EZY97MT,41.36572,2.27972
VLG72XL,51.16021,-3.40797
CEF699,58.33796,15.97190
TAP834,41.20313,9.87408
SVR525,45.91540,37.62323
ABW424,59.35922,31.41124
ANA930,33.99738,138.68918
KY8333,38.96273,121.54306
AEE8BN,40.88512,7.58624
AEA1013,51.14713,-0.19982
RYR4RE,45.83561,19.05036
MMA232,14.70995,97.76965
BOX408,65.10951,6.34307
MEA201,43.60683,23.24714
KAL826,37.43177,126.45218
PAL720,25.11856,113.49680
GLP172,56.73647,60.98631
EIN6EE,50.03548,8.56729
KQA522,1.82565,22.10586
JST974,-33.22084,125.28323
DIOBO,51.48757,7.90265
RYR23,51.25204,-0.50144
CCA4532,31.94321,105.90063
CAI54BW,45.15903,23.20816
QTR743,41.30464,49.95159
CES293,31.58774,120.31941
SAI162,24.90190,67.16871
RYR7XH,45.07541,7.22452
CES271,31.05267,121.82190
IGO823,20.24564,85.81688
RYR2UR,40.10661,-8.56197
UAL2060,38.63375,-109.10150
ASA271,33.94078,-118.38058
VLG7428,39.72684,-7.03687
RSY9114,48.58983,40.40309
SIA916,9.44773,114.24551
TAP436G,48.72184,2.37162
CTL9,33.07174,-96.72784
CES2060,34.56443,111.18330
RYR62VF,38.66464,-8.13173
TVS8HM,46.00525,23.02988
IGO634,16.58708,76.50085
12345670,35.93872,126.90006
CES5161,30.93951,112.02683
UAE413,-37.08814,156.96497
IGO985,24.75554,77.26771
CHH481,44.58197,123.56376
UAE516,27.61670,68.15469
JAI979,17.72708,83.22428
FFT1148,39.41176,-97.88490
CUA5202,38.23326,114.54160
CSN379,30.70610,121.99078
GSW2548,39.54739,2.74024
AIQ3162,8.10649,98.30493
CCA997,46.92252,130.77315
IGO822,13.93863,78.16086
BHL41F,59.60972,1.51076
CXA8192,28.98505,113.52754
JAI266,26.66428,84.03643
RYR5142,41.34956,20.45317
TVS2685,48.87240,16.01619
WOW760,53.92127,0.12448
TOM4DJ,41.50589,1.63085
TUI5EP,46.16153,16.55317
CSZ9168,29.98686,111.79792
BRU8106,49.72017,29.05372
MON20AM,46.43437,-3.50162
THA621,13.75605,106.27234
BAW148,42.75755,25.59989
CES298,53.81216,-77.98204
CSZ9723,18.77207,109.02560
AFL1134,44.72488,38.89073
CSZ9141,36.69476,115.19662
EXS531,41.62910,2.31626
OMA851,23.82450,74.12657
SBI795,51.34731,16.60088
RYR3HK,35.40256,23.97901
RYR2ET,40.86900,-7.58643
CES2110,35.56055,109.02522
CLX659,26.56705,-82.12757
AEE638,46.11131,10.68012
CSC8631,33.94453,-118.42986
CQH8935,38.79291,121.51404
GOW120,26.14458,77.21556
CLU574,54.61226,30.87554
BOX530,42.89932,30.30821
AXB193,27.05544,64.72156
ABW468,41.14920,111.73239
CAI1GW,48.09325,14.28394
EXS94A,51.63931,0.11936
CAL131,35.01018,132.91956
CDG4696,31.62314,117.72675
CES5696,34.73846,112.38723
QTR1359,18.58434,55.44197
AFL1230,54.55806,55.86417
QTR653,28.42520,71.23757
RYR4GE,41.08974,-5.39789
JAL876,33.56025,135.57381
CCA909,46.24048,108.06269
CXA854,22.07219,112.78223
MTC31,43.67537,-79.61720
IBK9160,49.91130,-1.27716
ANA978,34.39489,134.42230
CSC8093,17.91763,100.96597
TAM3585,-14.52223,-53.73299
EZY96EM,40.94698,-2.97474
CSN6200,25.16748,116.11338
CSA191,44.32187,113.70705
EXS58NC,49.79367,-1.31094
SAS635,55.86273,14.02263
SVA563,26.66766,48.75116
CHH7751,30.29362,103.86784
IBE31SY,41.59863,-1.20094
GLP263,45.29915,36.38050
APJ217,26.21687,127.65141
EZY91DR,42.13966,2.20532
DLH25M,50.03769,8.49966
LOT281,51.64442,0.09414
TAP1049,38.36235,-8.97350
MOV9146,49.17080,40.43496
CSC8964,31.82516,121.30717
FDB590,19.91263,75.54778
ERN217,41.42051,19.71568
RYR31HA,47.36909,10.10721
AEE6LU,46.29025,12.22175
ADO136,37.45560,138.55098
TUI5CM,50.04975,8.59154
BAW551,49.01378,3.22984
SBI931,48.17162,20.93558
PIA897,12.97216,91.30101
TOM4HB,47.33613,12.86929
CXA8186,28.03911,113.23435
JAL912,33.72707,137.67169
GIA655,-5.09593,119.54195
EXS44M,46.22722,10.95679
TOM8YW,40.94856,13.98871
OMA231,18.94116,73.17434
EXS373,42.76996,2.43428
RYR6GE,38.89554,-0.93766
EXS7HW,40.49171,-2.57330
AAL1538,32.20711,-108.27483
AIC937,21.34041,64.07455
BAW3KG,45.37688,16.23459
DAH4063,28.53062,40.59158
MDS211,37.28829,-97.67999
FDX1207,32.99623,-97.31326
PAL438,24.84586,126.22239
CCA933,47.61594,105.75405
IBK6LE,50.25449,12.83819
RYR671P,58.87880,23.74212
GALA40,47.44698,8.55229
FDB611,23.11258,42.18540
RWZ176,55.45335,38.01719
NWS7650,46.42455,17.75377
CES5018,30.52007,121.25698
SKY554,29.83543,132.33556
RYR31RV,40.33292,-3.94830
IBE32TY,40.48177,-3.57466
AIC669,20.30548,85.61597
QTR646,27.41191,63.63624
MAGMA15,29.11307,42.20005
UAE29,33.17075,49.59397
KAL982,35.86940,130.96835
MRBUS,47.58640,7.52405
ENT5723,39.12878,25.55157
AAR341,40.21741,116.59278
ABY259,36.75677,60.48437
CCA109,29.82495,113.59099
CBJ5747,42.87307,125.38308
UDRZBA1,49.70956,18.13275
ETD89Q,35.93446,50.34824
CQH8635,29.49298,119.17182
SWR1325,51.65121,17.67797
CHB6338,36.80753,117.21645
CES581,34.11464,139.46045
NKS238,45.19492,-102.46439
VOI707,19.53102,-99.25429
IAW229,41.02095,29.77788
CLX974,40.60670,18.90784
PAL408,22.66287,125.22826
THY8ZL,47.20187,26.94995
SKY176,39.22059,139.12988
RYR58MZ,40.76074,0.01678
AIC657,11.03033,77.04003
AFL123,53.12558,-63.33642
9GEXE,6.71435,-1.59220
IBS3835,39.81610,-3.93269
TRA5F,40.49179,-3.38560
TGG532,-27.51860,153.05188
