callsign,latitude,longitude
WZZ2791,34.52847,30.22372
JBU20,39.82176,-96.35144
THY6DL,54.41277,37.01252
DAL1775,36.90545,-98.96371
JAF503,46.71915,-23.60887
CSN373,10.98656,106.98472
DKH1178,18.30786,109.41019
ART315,46.47079,-2.07303
EZY84EJ,40.69601,22.53296
AXM512,20.97331,105.55634
MXD633,12.19692,107.68042
KAL766,37.41683,126.49981
E1,49.50061,11.06088
NGT784,40.14587,44.16638
CMP872,-11.53848,-59.54961
EZY61BE,51.73299,12.79442
SVR3171,50.92740,22.69737
NVR243,42.08676,24.17031
LAN097,-52.97328,-70.55855
OMA815,18.67328,79.76516
FIN35T,52.30516,4.76573
FDX5391,22.21069,114.88333
AFL2168,53.71444,8.99594
FIN5X,51.27668,6.75438
CCA104,39.25063,117.15970
LGL6561,49.63218,6.21746
TUI5PD,35.79909,25.26306
CSN6317,45.49102,126.09338
AMX617,31.68853,-93.41450
AVA245,23.08809,-77.33102
FDB662,23.51456,55.84488
UAL2020,40.72685,-93.06903
ABY734,9.75301,47.95899
CMP214,-7.90442,-69.45957
EZY76FY,40.46099,-3.57294
VJT953A,22.10390,82.74023
IBK6670,53.68218,11.41302
VSV470,43.09172,51.54280
JBU430,42.59322,-95.32349
EVA197,27.61057,124.70451
RA23042,43.44876,39.94480
SXS15Z,38.11990,27.20866
AMX014,8.87230,-80.63515
TWI448,40.73460,25.55145
B7796,42.39839,141.66402
THA601,13.92517,100.84933
TAP361,38.71885,-9.16931
TCX63CZ,39.55417,2.73397
JBU98,42.43268,-84.38673
RYR4UK,40.51404,25.86569
GFA061,20.73167,60.02498
TVS8RW,47.23809,19.57257
ETD97Z,38.88462,42.57153
PAL654,13.94347,103.62319
CCA167,34.73765,139.56087
OAW39R,37.63486,29.46977
T41,58.16589,27.48059
DAL1922,30.71635,-96.96124
TOM516,33.75504,-8.16138
FIN8VQ,46.47980,10.84145
AAL946,20.22327,-81.29108
CSN8416,31.36697,122.80555
KAL951,40.77653,105.19763
FDX1950,41.55954,-75.77427
FDX169,27.49254,124.54334
CPA157,8.62578,123.63637
QTR1399,36.24743,46.41887
LPE2457,3.27544,-83.09026
UAL1462,43.00826,-93.89845
JBU14,39.42645,-93.63570
GTI9047,33.96977,139.18494
AFR645,-3.55505,45.56377
SLK802,-6.80351,119.79930
QTR017,40.51567,37.52162
A6EEY,25.24994,55.36046
WZZ96,45.57010,25.69166
CSZ9657,30.35262,114.02661
THY5GJ,45.73425,12.02487
RYR285K,34.48236,-10.33613
KAR1723,44.25897,15.47110
AMC394A,50.34606,8.81415
N3546,55.00794,174.83235
CFG8PM,39.55676,2.73453
KLM876,26.31807,81.57033
JTG721,43.26505,2.80563
EZY17ND,39.40293,19.89056
EVA055,57.03385,-101.76414
EZS1525,36.37154,26.85211
RYR1335,58.78851,16.90960
GSW3026,40.58441,20.80182
UAE621,25.11363,55.65456
DLH681,43.33883,19.91501
CHH7281,39.37565,116.27808
TCX71UA,46.16935,1.32296
CSN3039,6.26118,105.17970
RYR8UJ,37.22525,-9.36520
EZY49EB,37.88040,20.06612
CES2257,31.67277,118.77209
BUC5207,51.27645,6.74749
DAL1155,42.34740,-99.87415
CMP204,-4.84539,-62.78397
FWZNG,43.62009,1.36389
RWZ531,43.58059,19.67733
OMA843,19.08105,78.69811
ACA788,41.29257,-96.83282
BAW256,39.36584,58.10467
CQH8602,32.76733,127.66663
RCH180,63.56763,-16.61545
CCA981,51.91912,131.70248
THY2JV,40.97808,28.81610
OMA722,10.10322,50.12168
THY2NY,37.89143,12.17437
CES5428,31.19797,121.33630
QFA1,-28.75201,144.35120
SVA724,28.79950,66.30082
FJM256,24.77404,-68.31174
EZY31WB,38.31303,-0.78050
SVR201,45.80534,38.19651
THY7KX,49.10056,12.09123
AAL1070,40.47852,-103.94958
AAL2020,33.94375,-97.47351
CHH774,23.25383,113.27658
CSN6307,40.20599,95.26975
EZY351R,41.07080,14.68629
MALCB,49.68903,-0.10685
CSN6063,9.77101,99.40574
NAX72C,45.53246,9.58470
TRA5909,38.68198,21.45807
CPA092,29.14154,127.41247
CAL561,37.66699,112.64568
RYR8NZ,28.86923,-16.01389
VNL104,34.53664,140.29816
CSN6624,18.30312,109.40845
CCBAY,-33.38821,-70.79166
UAE97,29.03902,34.96758
UTP9948,22.66549,93.36441
JZR256,29.46034,34.52823
VKG1572,45.05595,27.94801
VKG1724,47.13016,1.69217
CCA102,37.89084,115.85732
RYR1584,36.29180,-9.26107
QSM2207,43.07368,28.14065
SDM6402,59.79521,30.25756
TOM23A,43.16272,18.15733
JBU179,33.81898,-118.14590
EZY53HP,43.08408,22.47733
CES2433,30.72437,111.69789
CMP303,29.99053,-110.77460
DKH1155,22.46480,113.73826
FIN1XT,54.17802,-5.43148
EZY8369,40.08976,18.84530
UEA2702,19.93548,110.71297
EIN40G,42.00444,12.10431
JBU648,42.35602,-91.78336
CSZ9051,32.83422,129.64343
FDX1373,35.06103,-89.97316
QTR654,15.95415,68.44485
AAL2342,32.89622,-91.89547
RCH641,50.04665,14.24038
CSN3106,27.77179,113.43321
CSN6415,34.30120,108.40797
CHH7243,31.21044,117.27306
ELY381,43.09229,19.06880
JAF8FX,48.73125,2.37590
WZZ292,43.23612,27.82663
CQH8860,31.03577,121.86304
N83M,4.12268,-83.69240
CES5377,18.76740,109.01942
TAZ,-23.30028,147.87578
NAX7006,55.92212,-51.94159
CES538,31.21239,121.97169
SMR261,55.02176,82.59727
WJA1791,49.12431,-123.38808
KHV959,16.83445,106.43849
ANA904,35.76758,140.37704
TFL7WK,38.70749,-9.27112
AFL2060,44.26744,23.62119
KUNTO13,60.31841,24.91493
TAP1235,49.67271,11.35726
SAA181,-18.46383,31.49371
UAL2417,43.94862,-92.96168
SVR620,44.30535,41.27704
CHH7246,40.14609,114.63441
KAL907,51.02353,114.75060
GMI7817,49.32422,11.69586
AAL1774,40.65923,-85.21369
KAL274,-18.66474,-75.27444
NWS1872,51.77637,47.48787
UAL1260,39.75494,-81.21117
BAW156,40.77161,36.64234
CSH855,22.77773,113.32517
THY8DH,48.47278,13.67333
CDG8815,40.61850,89.92876
CSN6288,40.32188,117.09985
CCA952,37.31644,123.96114
RYR15PH,53.69783,10.12484
EZY15AP,39.08875,10.47101
ASA18,45.86238,-95.79227
UAL14,42.41492,-98.99861
IGO3645,27.48388,95.02047
THY2FS,40.46488,50.03785
CEB703,8.77615,123.25818
BLX327,43.68910,23.77997
CSN6078,22.46498,116.01777
MEA211,46.19579,18.04326
OMA203,19.09503,72.87133
CHH7056,18.30850,109.40887
UPS64,22.28535,115.42480
DKH1183,37.41261,120.95778
THY1LG,53.55928,35.69878
JAI024,7.85477,93.66254
CHH7212,40.33841,116.41534
NJE815T,35.33096,25.32568
UAE407,-38.41916,153.77417
IV4295,43.41638,39.41824
BAW268,48.30935,-102.92910
SKY532,36.42567,140.37140
JZR902,40.35287,50.06482
CXA845,32.99446,130.75227
THY9HY,51.12639,13.96347
CSN3206,23.05664,113.18719
CFG8CE,38.21530,23.70300
CCA1303,24.28765,113.94553
SBI3339,59.53040,52.67083
ZEBRA1,47.45411,8.57397
CPA899,56.23586,-60.61150
FIN2NC,51.69025,0.75378
MON982W,36.88832,-16.18638
CQH8591,38.32860,121.42166
AEE13,49.96796,8.21087
CQN2315,29.59876,121.05424
QTR571,26.80292,54.10207
CCA4364,36.72636,109.57651
CES2213,33.99664,109.56278
OMA823,16.14326,76.45646
VKG1790,41.62659,29.13721
TVF014X,34.07010,-6.68043
AAR315,40.07833,116.60286
EFL,-16.53195,145.59019
QFA9,38.79333,44.37183
DKH1335,31.15723,121.80408
CSZ9602,29.69481,113.61707
VKG1644,43.05556,23.90861
AFR18AB,35.03929,-5.78643
BAW242,30.75813,-89.28364
DKH1028,32.97551,115.27618
TAM3790,-14.43706,-50.65492
SIA228,-23.85933,133.91956
SVA7102,36.61576,20.52381
EZY1815,37.64149,-4.62918
IGO1404,17.82698,70.26807
EXS77E,42.10986,2.14745
AFL1400,56.74883,60.80049
MXD158,2.70657,101.72260
RYR9JG,37.72849,-4.80520
TLM8014,27.48314,111.91133
EVA266,19.80963,120.10926
CLX661,47.71576,-102.02003
CSN3047,7.11360,105.64453
APJ36,31.26849,130.71797
SIA866,17.21973,112.91551
PAL684,13.75722,105.91692
CUH2507,34.94597,108.23256
EXS69B,38.78254,1.24447
THY3FE,40.96685,9.73389
CHH7691,30.73630,117.24697
IBK6306,29.03146,-15.88982
EZY91YN,43.40098,16.03252
AFR10TK,35.59170,-7.93546
GFA275,24.05843,58.83168
QTR301,40.26494,45.36896
RYR733V,36.42888,-7.85717
CES5714,31.18716,107.24189
JJP22,30.06445,128.74969
JBU602,41.44025,-91.68159
EZY47MH,36.67374,-4.48344
ANA920,35.76449,140.39043
CPA391,30.55637,113.92106
CSN6712,25.35796,110.21444
DLH781,45.51173,106.09032
THY8TW,52.48346,34.12503
VOI623,20.52393,-103.30428
OMA705,7.09561,48.36453
RYR80HD,35.68579,-11.66737
BWA551,24.70233,-64.29096
VRD1138,41.17476,-100.34594
CSN6899,34.36496,108.63911
SYL587,69.39179,89.44492
RYR4JQ,35.42693,-7.95725
CHH7326,22.63392,113.80045
BMS4NQ,51.90582,2.21558
SAI779,25.59997,61.61388
EZY89EA,36.83368,-4.76166
MON280N,37.60842,-16.17230
KAL905,47.92995,109.62222
HDA732,18.24087,113.41399
SEJ876,21.20860,72.83526
QTR402,31.77310,36.22456
VLG6304,53.36123,-2.26753
KAR8816,51.18805,47.33163
AFL1444,59.39735,73.96280
CHH489,50.92038,103.47481
EZY317C,37.06764,-8.23314
SLK921,8.94348,107.07043
TRA821E,41.81360,16.72506
DAT4434,36.67923,-4.47401
UAL238,39.01556,-99.45129
LPE2473,-30.67718,-71.22414
MGL298,29.06391,113.72018
PIA303,29.79329,72.06821
SAS89K,49.02450,2.53322
AFL2620,54.61434,29.04560
AXM173,10.71540,117.53932
UAE135,37.62720,45.14115
ALK405,11.02598,90.40265
CES5500,30.55818,103.94184
CAO1041,44.90886,113.01224
AIC933,22.70164,58.58504
QFA172,-39.61019,152.05223
RYR15NT,36.61322,-11.10472
RYR878H,38.56853,-9.51617
BTK7348,-6.27074,106.88243
OMA253,15.79765,74.73064
AAL988,2.49931,-83.26508
AIC772,22.66662,88.44706
TUI87D,48.76433,2.16691
ISS497,53.66952,31.45677
JBU670,39.87227,-110.22864
CSN3263,43.76908,125.70023
QTR674,16.74438,63.59589
TAM3351,-21.12442,-45.27920
KTK9666,48.27020,43.71677
THY6ME,40.93702,28.74798
CES2086,31.13941,121.80111
FIN765V,48.11973,16.55851
ABY522,19.77902,73.15221
LNI041,-6.12069,106.63966
RYR5XJ,54.41817,-1.78310
GFA150,23.19666,63.42554
MEA213,44.16197,19.24190
CSN6958,37.16689,102.94370
EXS301,48.12003,-4.52671
TCX17HW,39.86396,4.22247
CAL221,27.86780,125.05748
CQH8517,14.05984,100.62567
ETD63G,29.06113,35.70932
ROT415P,42.40350,4.06028
THY2DV,45.14804,10.55753
UAE139,38.78728,44.36512
ANA468,35.33464,139.92865
ETD451,-20.42312,139.24916
EZY2295,62.48502,-19.43207
EIN97A,37.02230,-8.02229
CSN6715,27.34921,110.06125
ETD47K,38.09679,44.68338
LUC465,43.66125,7.21262
QTR729,42.18585,49.30477
QLK474D,-20.59178,139.48347
CXA8210,33.85384,110.15763
UAE175,39.94880,45.53484
VOZ1727,-20.71033,116.77051
CCA1322,39.83972,116.08172
EZY84XV,36.76361,25.21660
CSH9057,31.12668,121.82389
EVA398,25.08080,121.24243
ETH504,59.13083,-33.17806
GEC8414,42.67932,32.68283
AXB331,21.78195,59.47589
UZB651,52.33846,54.29405
IBK3PW,42.20663,-3.59908
TCX230,46.14933,18.39338
ETD55E,29.04529,35.16998
UAE505,25.16487,55.82936
UAE388,22.50461,74.56223
MD10,35.05952,-89.95704
VLG85VY,53.78813,13.84681
TUA3902,41.82402,40.06810
UAL1976,39.33817,-89.25723
THY8HQ,41.74660,26.80958
DCAWB,46.95840,6.99094
UBA002,17.04845,96.28399
UAE404,18.23177,72.16556
RYR4QK,55.03646,-1.70554
JAL3512,33.60021,130.44525
CSC8759,39.39450,97.36018
SVA784,22.46751,56.19731
TOM2LM,45.40677,13.80546
CSZ9727,19.93516,110.56176
TRA727V,38.01018,-5.64548
CSN3861,40.14088,116.71856
TOM8WP,41.59037,12.13529
CCA1620,39.01538,116.63749
EVA130,34.43482,135.22710
JTG631,43.99525,-4.78831
AMX003,25.95236,-80.63157
CSN3940,34.82592,107.72203
AMX057,41.74632,157.52362
KQA550,-3.51937,20.59426
TOM50B,41.02171,14.21545
QFA94,32.73843,-124.38892
EZY36QC,53.11816,-5.86246
CSN3120,28.75602,111.46174
THY8FK,42.51737,13.58472
QTR8453,21.42371,98.48917
JB72,42.47150,-85.40389
IBK9TV,50.78877,9.60632
UAE225,41.55048,60.56469
SEJ562,28.16159,77.24315
CSN3359,30.65286,104.87403
THY1BR,41.20706,28.48405
JBU530,30.49092,-98.98418
SDM6643,52.86855,9.67957
AFL1620,44.97112,33.94612
RYR8PQ,39.91937,-8.34913
TBA9816,40.59943,110.63580
CHH7980,34.63847,113.86600
CXA8113,40.15712,116.56101
QTR960,20.07212,68.39824
UAL415,39.93023,-98.24961
IGO433,22.83038,88.11350
TGG641,-34.93748,138.54095
FJAON,47.04277,2.23215
SVR2953,39.12106,68.86438
CND515,38.82826,1.26472
AIC317,25.02232,114.49183
CSC101,30.83382,108.48363
EVA226,14.69459,113.80598
RYR920D,39.45987,2.33734
FIN1RW,53.84928,-2.27216
CSC8501,46.74028,130.09180
CCA186,38.08343,116.46291
UPS2910,34.04982,-117.57928
UAE729,12.14090,48.66825
RCH462T,40.15760,-97.43151
CCA817,51.35648,130.06071
CAL101,29.79287,127.73938
UAL1803,35.54326,-72.22845
TUA425,49.31279,43.32256
PGT5LD,46.54069,10.16194
VOZ688,-36.03611,129.99300
GLO9362,-17.05096,-63.51707
QTR427,32.71719,48.81573
CQH8954,30.82965,121.35143
CSZ9211,34.41142,108.73780
CSN3204,23.39530,113.28973
WJA240,47.07642,-94.68333
SCW8232,45.27713,2.82958
ABY385,28.82547,37.02139
THY4209,38.91851,27.86993
GXLEI,22.31518,113.92393
RYR9WB,40.48399,-3.57533
DKH8538,30.93377,121.72017
EXS21M,36.73484,-4.61210
LLM815,58.34019,32.77103
ARG1883,-36.28537,-59.68248
T7ARG,52.87692,37.66113
RYR69HQ,42.33975,-5.17831
CCA1418,39.14489,117.13153
UAE713,11.77350,50.67861
CAL011,55.49131,-83.00371
FDX60,35.06036,-89.97353
CSN6212,44.87191,125.56319
JBU492,41.25459,-97.00142
ANA852,34.94937,139.98894
UAL1225,39.73210,-98.51288
TFL585,39.55029,2.73434
DKH1166,31.48160,122.52744
BAW885,51.68974,1.90521
AXM278,4.94721,114.93336
AAR728,31.42751,120.86037
ETD7,38.32092,44.37020
AFL2410,48.22980,15.19318
BBG772,36.68060,27.17123
CES5087,33.58732,130.44522
AAL1042,30.66522,-97.92548
CSN3085,28.93671,118.75355
IBE3195,40.28023,-3.23785
THY5EC,51.90440,33.65288
00000000,54.55896,55.86772
CQH8733,33.80800,114.59702
N8VB,42.48587,-98.13881
LPE2451,3.96107,-75.12945
NKS266,39.40979,-99.36035
AFL2374,50.21956,12.83854
EZY21RE,51.14736,-0.20211
PGT10YF,48.39844,18.53682
QTR1353,15.92664,53.89466
AAL661,38.82479,-100.24025
THY1CU,47.84499,17.39446
PGT5543,48.73709,17.93631
AFL251,47.13890,110.84045
CDG4874,36.56138,116.45712
AAL1126,19.13213,-76.84248
UAE342,22.85439,62.76523
AAL624,43.44282,-96.88731
AHY9101,36.90028,31.58760
FDB630,23.17794,46.53290
MON70SL,45.50729,12.34198
QTR649,26.63104,57.23234
FFT1740,38.30823,-114.94633
UAL1162,33.08505,-77.56723
EVA212,21.11056,117.61999
VOI897,33.02919,-115.61832
CSN350,13.91734,111.46667
CCA1462,38.44437,115.02344
UAE418,23.40079,71.46172
FLI9266,45.65881,-4.28433
EJA147,33.93323,-118.39748
BMS3G,60.39100,25.09114
CSC8825,42.37047,125.11948
RYR81CB,38.50429,-10.40357
CSC8887,40.06201,116.59570
UAE334,23.15448,72.34350
RYR1WM,41.48529,2.62517
AZA11A,41.79670,12.25665
JAI010,13.87317,81.14194
DAIXE,43.63120,1.35240
CCA1362,36.14227,111.63299
BMS2901,45.18780,7.65919
ASA732,45.94872,-99.26201
EXS1KM,39.52974,2.33447
JJP513,33.58749,130.39993
FDB595,24.06871,69.96628
EZY42RE,41.69437,11.37762
OHY896,47.17762,41.29838
JBU276,40.97887,-112.62720
LLP29CB,51.55614,20.88684
AFL1272,45.03778,39.14859
THY5PA,41.75253,26.96120
ICE353,64.58100,-8.30675
GCR7890,39.24247,117.30103
THY5XM,42.81898,25.54551
SVR219,45.89734,43.71336
UAE506,20.17017,71.12466
CCA879,50.73578,128.30873
EZY7933,41.23384,20.01141
RYR109T,39.87236,-0.33380
CHH772,23.10285,113.83484
CCA4247,40.05486,94.74301
RYR8JD,41.29950,2.08553
SIA11,27.70308,131.35840
ABY270,35.45237,71.16172
RYR10FW,38.40372,-0.95751
CES2962,28.24979,117.90892
THA434,10.49590,101.90874
IBK5BV,51.00882,0.13077
ANA928,36.60723,140.57224
IBK8CY,48.73679,1.81918
AZU5265,-13.53758,-45.55592
TPA831,-9.89789,-67.88879
CSZ9691,38.62626,116.28455
THY92U,48.75407,12.97709
GCR7856,38.55941,115.25848
ETD463,-28.12394,132.70872
UAE133,35.42413,51.94662
JAF5331,36.84805,10.21923
CHH7965,40.02864,116.63729
ETD54F,37.94692,44.83067
DKH1261,42.83229,125.44040
SDM6633,49.14029,16.77626
DAL503,39.22701,-102.61890
CCA105,24.92738,119.62148
BAW132,34.27018,27.94790
RYR6TX,50.91733,4.02129
TOM1TK,43.53795,16.30002
HDA213,20.08073,110.01868
SVR2792,55.41156,37.89984
MGL502,37.40689,125.94399
CES2156,34.43417,108.76942
QTR707,41.46990,44.78679
FFT678,34.44130,-90.81413
SVA227,34.23047,24.37625
UTP9944,23.31300,94.84720
SEJ657,21.71393,88.36109
CRK9063,24.38797,100.78453
QFA7521,55.10481,-118.82821
HESS82,33.51949,-117.79000
CSC8729,19.93492,110.50211
UAL1796,39.39539,-114.26361
THY1JA,36.41661,14.76191
CSN6942,40.67068,94.74680
MXD305,1.62831,103.92200
CSN354,15.66783,112.51144
GCR7523,19.56853,109.77657
QFA476,-33.23267,136.17352
TGG565,-37.68334,144.73161
EZY32QG,39.49965,2.61063
QTR71DW,38.79208,43.04330
BTI772,45.45177,28.17110
EZY83RZ,50.21562,19.81167
QJE1782,-20.87109,139.82933
JAI820,27.99805,77.20438
AEE9KM,52.05250,14.18300
CFT1,22.65488,88.44385
ETD84E,37.36990,45.23018
CSN8395,31.71185,125.06242
HVN319,30.63640,133.25191
CSC8512,25.12539,107.23637
IRA718,39.44824,34.78337
JJA2102,30.52309,125.41146
QTR91EP,38.69818,43.10175
UZB462,41.24097,69.31635
CAL835,16.19203,107.44874
RYR11M,37.96605,-10.63927
TVP7463,52.26297,19.32381
AMX400,31.82185,-87.01564
ETH847,-8.32256,33.37103
KAL480,31.39650,120.96761
ABG7708,50.16334,39.97702
CFE2347,39.74348,2.74901
JTG789,44.67176,5.60350
QTR763,42.09819,44.46772
HVN583,15.90395,114.03084
ALLIED2,38.81965,-121.75019
EZY97JQ,37.73511,23.74192
CES5703,34.46828,115.48592
BMS3,51.30215,3.63091
UAL863,29.16292,-136.99162
EZY13GJ,43.02055,17.27358
CSN442,47.22482,-129.51456
DUB8,38.09271,45.67087
KTK7282,50.28923,45.47718
LAN530,2.73962,-79.77461
WOW720,57.90559,8.28475
JBU96,46.75101,-99.55419
AAL1369,28.35869,-105.77529
IGO222,28.56983,77.11598
EXS15G,41.07646,-8.54803
TAM8100,-13.14435,-61.42923
TAM4509,-1.38858,-48.47893
TAM3379,-13.74753,-45.97677
AAL1725,39.57179,-98.93995
FDB727,36.36889,46.94826
QFA12,33.68459,-120.93784
ASA135,50.86794,-104.24445
WOW162,45.88628,-113.39050
SA8152,-18.76201,28.39543
ACA754,39.93991,-110.73320
EXS83M,39.81757,2.90295
AMX709,12.91058,-88.60549
DEBRH,51.44762,2.93623
EXS41T,38.28424,-0.56146
GLP164,55.39563,37.90275
HVN577,22.55380,107.49123
FIN22,40.67809,65.25492
QJE1927,-31.61986,116.09517
CAL754,12.73558,113.26785
RYR1ZX,40.46276,-3.56871
BRU871,47.21855,7.44638
CQH8888,30.94565,121.29725
CHH7842,30.77778,114.20882
ANA475,26.36267,128.07121
BAW771C,51.67561,0.54204
AAL1275,37.72523,-101.31496
AEA857,56.19646,12.97897
CES5819,26.34102,105.67242
CCA1432,40.17810,116.07690
SIA175,4.52811,104.51820
BSX861,22.10101,113.60927
GIA862,9.37111,101.97831
SXS5VV,47.04579,21.37033
JBU236,27.09061,-76.69883
ROT421,43.32542,5.73074
EZY105F,36.53297,-7.82438
EXS73F,40.63414,-8.28363
IAW147,29.59529,32.71343
NAX4479,53.34938,-2.28712
TLM8031,21.64325,105.89447
CVK7023,50.80913,3.55845
JST106,-17.95455,115.34889
AIJ2933,10.29584,-84.18316
DAL1588,42.76149,-102.01125
NLY6JR,40.30632,-6.05965
EZY48WT,38.38060,-8.13490
JAL897,31.14836,121.81907
QFA37,-26.26226,135.45334
GEC8161,46.82899,-50.97723
GTI2181,50.65456,-104.85099
KAL923,45.10335,112.90616
SBI184,56.66423,57.77702
RYR86BH,38.58017,-3.56049
ETD75X,36.27369,46.39561
60,40.64549,-73.77366
AXM1521,10.80544,116.54594
TAM3067,-14.64267,-45.95169
UEA2753,18.30837,109.40745
AXM135,9.00348,107.07110
TVS6LP,50.10825,14.26528
TVS1287,41.80783,23.19039
AAL584,35.22245,-99.80793
KQA502,1.96952,21.39323
VOI859,32.78210,-86.73431
AEA1171,50.90509,4.48601
CHB6203,19.92655,109.91846
IGO096,23.71290,60.31483
LOT286,52.11681,21.01018
LZB5882,42.45982,28.32001
KQA512,3.58239,22.29866
TTW254,35.65723,134.34232
CSC8325,33.23662,118.85823
AEE61CG,46.27102,6.99932
UAE392,24.13582,64.81181
ENT7281,42.56889,27.51804
CES5341,22.63720,113.79831
RZO121,37.74795,-25.71018
UAE205,29.08850,41.41471
TVF943N,38.54688,-9.66809
IBK1080,56.47769,17.48616
SDM6885,48.33835,40.39449
ANZ805,-33.49986,158.19196
JBU1516,40.93488,-115.55042
NWS123,45.04325,34.90095
DTR430,42.80204,2.81799
UAE527,23.42336,62.45533
UAE606,24.75581,66.95231
TAM3421,-11.74837,-45.98744
IBE3239,40.23189,-2.20994
AXB196,28.09293,69.30364
SAS1530,59.65051,17.92689
VLG7845,38.21869,19.93230
AUI5012,43.17773,29.47785
BOX570,60.54643,37.82583
CHH7489,31.91167,107.73402
MON532Q,40.06742,3.01431
IBE3189,42.76332,-0.23926
BGA113A,53.53350,9.83068
AXB351,21.76804,61.15229
AIQ319,2.69905,101.70320
VJC906,18.40955,106.09527
PGT77T,47.94640,14.91724
MXD572,5.63249,102.50188
TFL189,43.07432,22.55729
AFR17YK,37.55466,23.47130
N886WT,31.97936,126.09510
RYR4075,40.86713,-6.36346
RAM777U,35.93497,-5.06353
AZU2499,-21.05814,-45.59391
RYR9871,48.60300,16.47588
ROT301Z,49.83724,8.16529
BOH521,39.44593,20.07006
CBJ5765,42.70093,119.40191
JBU66,38.75423,-90.53796
ZH9734,41.54196,123.50632
CSC8295,40.43615,94.64825
CXA831,25.18150,118.72826
QTR725,39.28606,46.10890
SVA271,34.41453,30.89848
RYR893Z,41.59924,-15.40730
BAW699W,51.46801,-0.45985
IGO559,32.51198,75.52546
AAL654,37.06973,-100.43349
EIN3LM,52.58120,13.50840
GWI68M,44.07738,-4.71882
VOI895,33.63290,-89.31868
ENT821,38.20545,13.17921
CTV927,-6.90306,107.57959
EZY61WL,37.71420,-0.89079
EVA392,17.96094,118.66486
THY7GN,37.42379,44.18455
CSZ9865,28.02819,115.95589
QTR1351,17.66490,54.96391
CSC8985,30.77690,114.20876
IBK1ML,49.56058,6.19406
LPE2433,-24.13591,-67.59737
CCA1517,31.19685,121.32646
AFL1500,57.45742,62.45214
UAL240,38.78872,-99.33513
FGBGF,43.69757,4.96788
JST956,-20.03213,146.66853
DTR310,39.57394,20.07966
UAL1,41.48229,-137.39589
GMI2870,41.04152,3.56294
AEE8,48.29416,12.28673
CSN6629,43.26216,125.62853
ETD264,16.98753,66.85616
EIN562P,41.41031,2.41106
LOT341,43.51296,7.74500
CSH9377,31.15764,121.79185
IBS3832,29.89636,-14.78227
RYR5053,41.24556,-3.55334
CSH9252,30.49260,121.71133
UAE372,24.06857,68.95528
FDX1376,35.06054,-89.95381
QTR1347,17.19667,54.73837
ETH835,-5.25347,30.93437
CMP807,28.21289,-78.44571
CCA939,48.36126,104.41731
BAW5JH,36.76379,-4.68158
HVN238,20.89760,105.68244
AVA089,27.37146,-106.36028
PXG680,40.27657,9.17488
SVR109,45.02635,39.17353
EZD1264,16.02734,118.01035
ELB608,51.26286,32.68135
RYR2SH,51.89264,0.24646
WOW422,52.67674,-1.78120
UAL283,41.18484,-108.56573
EZY575K,39.76309,-7.79773
RYR2VB,38.87242,-4.57013
RYR1LR,38.75739,-0.74086
CFT4,22.65454,88.44398
SVR36,55.06499,38.39843
RSY9402,49.89157,40.20165
CHH430,34.03793,130.82884
AMX019,-0.08055,-85.22137
ICE201,63.25278,-11.79446
LPE2466,0.66653,-79.84035
KNE249,31.69372,31.10206
CES5344,31.19178,121.32776
XAX379,16.80664,109.50487
IJM092,38.44267,29.86138
CSZ9383,45.22587,125.88403
ESR632,37.38545,126.52710
EXS64J,39.78012,2.42732
GMI2424,57.96263,24.47984
CCA1958,28.98882,120.74260
CAL703,14.47025,121.40620
ANR211,41.63063,42.99787
DAL1908,37.18483,-100.33358
PBD414,55.97241,55.37792
DLH3CF,48.47391,12.27607
LOT3GA,49.01851,2.53235
ABG7508,50.18382,21.98349
UAL384,40.10980,-107.68909
RYR660V,49.71300,2.21902
EZY8507,60.78614,-16.16825
QSM2254,59.58700,31.56950
CMP801,-12.97119,-59.79271
VB0,20.52530,-103.30501
KY8202,25.15065,102.95960
RYR9SJ,40.58247,11.88346
FDB933,37.11368,51.31672
IGO269,30.67360,76.79023
CPA829,57.84189,-76.28050
IBK480,47.66304,17.95290
FFT604,39.83931,-88.01868
RYR4VM,42.55229,12.81836
TAR725,36.84756,10.22005
SAS2547,53.39621,-2.18699
FFT1746,31.85779,-98.72002
QTR1335,18.28281,55.26152
DLH729,41.82709,116.02565
CPA754,21.78128,113.84653
CSN6799,28.63428,116.05188
LNI764,-1.26414,116.89717
CHH7955,33.84160,137.88576
QTR701,38.51413,43.73233
CSH9219,35.23003,108.09332
CSN6520,41.64876,123.49663
SAS7375,48.41661,21.84321
CCA1558,34.04263,118.41574
LOT4TC,46.22736,6.09258
ETH921,6.98494,20.71658
JAF9MW,39.30280,-9.11731
NWK2664,-20.20949,121.78345
THA472,-22.83178,142.36958
UAE235,34.60313,50.54989
SDM6056,50.22665,40.88425
UAL839,25.52704,-132.73705
AFL2502,50.11523,19.08210
TUA902,41.83077,34.57359
HDA840,29.71206,106.65638
QTR852,22.36315,63.93467
CCA4514,30.25188,108.16743
TK6KL,39.32634,36.88791
NAX38P,47.21500,2.73116
CES2326,34.11717,108.74284
SDM5804,47.54471,42.86330
CSZ9239,42.82016,93.90730
RAM279,7.83316,3.62307
CBJ5286,19.93483,110.45535
DLH16V,45.37537,3.96351
EZY97TC,41.37502,11.70282
RYR35DM,48.86609,17.14881
LPE2461,12.53727,-79.17364
