callsign,latitude,longitude
EVA029,29.57960,127.43737
UAE222,26.40406,56.05552
FAUNA5,40.47953,-3.54629
00000000,48.10723,16.57222
CAM134,45.46508,-73.75939
AAR221,37.14986,126.25617
CSN399,40.97165,-74.64555
UAL49,50.97191,-65.95772
FDX28,37.71661,-122.22140
DAAOPS2,53.42348,-6.24179
YELLOW7,46.22972,6.10200
KAL082,37.42855,123.43272
UAL83,43.53786,-73.63880
AAL150,49.00177,2.56121
00000000,48.11795,16.56616
N688ZJ,51.27750,-0.78056
CQH8533,16.38817,108.73015
AIRPORT1,46.22893,6.10397
KAL018,36.77878,128.06827
AIC174,40.12825,65.47882
CPA831,40.78917,113.81750
CLX128,49.61846,6.20143
UAL895,48.30840,115.30018
AIC144,25.31995,75.18027
SIA52,53.36184,-2.28055
AIC126,31.41438,74.19600
SIA31,14.69719,123.49461
CES590,31.15830,121.80973
ETD278,10.18790,68.90074
BAW11,1.36853,103.98769
VPBCB,55.97887,37.39646
AIB244TE,53.53861,9.82248
UAE409,23.52508,57.92720
ACA43,51.75096,-70.81149
CPA3123,22.30235,113.92634
UAL179,38.52933,114.67147
CRK350,22.34390,114.00013
SQB02ERA,31.52493,74.39964
BAW33,2.74665,101.71623
AFR274,37.87715,139.33165
CRK081,25.95431,113.74804
AFR256,1.35914,103.98371
CAL5173,26.98172,123.85379
QTR914,-35.00574,138.44843
F08,41.29153,2.07240
ACA031,40.38309,115.66382
GIA088,52.32611,4.70882
FDX41,35.06112,-89.95820
P14,40.49793,-3.57713
AIC102,31.68095,71.39955
CES586,33.88365,123.36382
CES768,36.88124,120.57693
AAR201,37.25038,126.72653
LIGHT,42.69213,23.41999
FDX12,37.71889,-122.21667
CHH496,40.39640,116.85108
CSN432,40.46302,122.82565
TUG2,25.26226,55.36396
AFR393,47.20886,-1.25526
VJT726,43.30908,-73.49657
DLH778,2.18752,104.10509
CCA967,46.22672,10.48672
CCA880,45.07555,125.13394
SIA319,3.48285,100.76698
UAE415,19.25520,70.04691
JAS27,41.94250,-72.67621
TAM8063,-22.57281,-46.28657
CSN330,27.02241,113.60671
SIA325,1.53406,104.05566
AZA680,-27.03298,-50.21645
CPA879,27.96412,129.59134
AFR460,-18.66870,56.32281
DLH510,-24.26505,-52.40784
UAL198,33.63002,130.31641
KAL024,37.44293,126.47613
AAR211,37.10719,127.18983
CKK222,33.76522,130.60524
CPA807,51.44078,117.43405
FWZNF,43.62062,1.36414
DAL159,41.65895,124.20089
AZA688,-22.87166,-54.94642
CES208,48.58069,126.82333
DLH506,-23.30983,-46.59037
UAL853,41.09692,112.30780
DLH511,45.59070,5.36481
ARG1140,4.55176,-23.40337
CES582,31.14206,121.79880
DLH455,53.15652,2.54333
RYR21GH,37.78195,-0.80349
UAL123,54.17686,-16.09995
THA917,14.09011,100.86639
DAL185,33.97122,131.66302
AFR102,24.71123,108.05410
RANGER4,42.68914,23.39983
OH4,52.29919,4.75384
BAW59,-33.96700,18.59835
AZA674,-23.43679,-46.47874
BAW2063,-20.25270,56.84885
CAL5235,29.88291,127.86341
CHH7962,52.35196,127.12527
CES588,56.57845,128.47762
UPS2,22.30300,113.91497
FDX1977,40.61990,-74.24741
SWR92,-21.51603,-42.22234
UAL857,32.77350,128.34300
DLH520,24.63885,-97.92175
TU014,47.45422,8.55771
DLH730,22.31372,113.91520
CCA818,53.32731,137.01454
CPA3281,22.27227,115.00097
UAE208,34.10091,48.43884
PAL101,15.19830,122.19456
CMP362,21.21300,-97.92574
MSR986,36.00089,26.17662
SWR138,21.47515,113.40205
VIR206,22.40052,114.19840
EVA068,14.34661,100.29217
JAL65,35.77247,140.39633
BAW251,-18.09793,-55.90501
BAW15,14.15896,98.17373
BAW245,-19.94838,-50.19623
CHH7978,40.08168,116.57704
FIN81,1.44217,104.01723
CES710,38.84026,112.35999
ZEBRA7,47.45531,8.56118
AMX004,26.23984,-97.32192
SWR178,4.50868,100.75329
CCA982,58.91460,130.72708
IBE6051,-26.13452,28.25747
UAL871,32.45776,132.63458
SIA321,13.04077,98.76405
FMS,52.37069,13.52133
CPA254,22.76601,113.62869
SHT7J,51.73373,-0.56465
AIC191,59.41317,-36.04014
AIC103,67.00399,-62.17193
KLM394,51.27189,4.01398
P21,40.46719,-3.56875
ETH684,31.14402,121.81012
SVA038,26.70455,35.70600
CSN336,15.86156,118.22074
CHH498,50.80679,127.53166
UAL869,47.50449,115.23891
DAL469,45.88101,-69.98170
AEA039,5.71356,-79.42279
ACA82,32.23283,34.45747
TAM8085,-20.88631,-45.08160
ANA111,53.35434,148.02724
KLM592,52.31504,4.77392
UAL194,48.54309,11.15286
FDX5170,52.03688,18.61107
AFL2450,49.58018,4.83784
FOLLOW1,50.10590,14.25907
CCA988,46.00127,127.53600
THY1RD,46.01032,18.75806
CHH482,58.91716,131.01352
KAL020,37.10210,124.47962
SVA020,27.80626,30.41169
ANZ99,35.58965,140.53343
CPA837,34.98656,137.42787
TAM8101,-22.81087,-46.28260
SWR93,43.62848,6.07936
ROU1955,35.82710,138.41544
VHTGG,-36.69974,147.13615
AMX022,21.47969,-96.51764
AMX008,25.11675,-97.75474
BAW247,-11.18436,-38.03958
JBU894,40.68653,-74.18513
CHH7976,56.73950,128.62837
SAS940,59.65348,17.95354
JAL17,35.77422,140.39183
IBE6833,-13.61206,-52.24060
MDG058,-18.62136,47.18863
DLH507,48.54117,8.95055
AFR228,-17.48460,-48.36832
SAS97C,41.95316,2.71107
CES570,30.85185,121.89530
IBE2882,51.88549,5.35713
AMX097,39.83200,-115.31329
FDX5030,54.40322,25.94480
ELY027,45.37759,-70.16438
AMX026,24.01779,-98.13683
AIC127,73.19492,-62.50637
QTR8163,26.30960,-98.18559
AFR188,25.76559,107.54572
BOX571,52.00630,17.07634
AFR442,-19.41504,-43.32944
CCA986,45.13261,125.12611
BAW161,31.03377,121.58828
MPH8341,-24.51706,26.84276
AFR454,-17.63928,-45.15492
TOM45X,42.12051,18.29645
AIC101,59.17963,-38.14211
SER338,45.46758,-73.73589
CLX766,-16.38913,-44.49371
CSN304,25.42090,113.56693
SAA210,5.63013,-1.49935
CES2856,51.80859,135.25429
QFA10,-26.84825,117.39555
IBE6409,21.92867,-93.19193
AAL722,53.42372,-6.24110
DAL420,5.59637,-0.17086
KAL072,37.96125,122.64713
UAL990,50.38894,0.57448
AFR406,-15.65063,-47.58596
UAL970,45.94906,3.04198
VPCWW,31.78605,-14.92459
AAR271,37.81852,137.79059
UAL955,67.26437,-99.58406
RYR3717,47.45265,19.21440
ELY006,57.36032,9.60205
UAE425,23.24325,58.22530
KAL122,35.34691,128.92233
AEA041,-21.97834,-46.31139
ELY001,45.77605,-67.55520
IBE6314,41.36236,-9.91991
AAL904,25.69157,-80.24994
SVA042,49.25880,-3.66014
UAL952,48.35396,11.79462
LAN704,25.12536,-19.41657
AIC173,54.90078,172.41936
AFR083,51.63793,-2.95815
IBE6586,39.98870,-4.54959
AAL834,27.97691,-82.53883
UAE761,-25.33871,28.76822
CSN660,47.14913,130.70970
FDX14,35.06494,-89.98022
JAL772,35.76983,140.39456
AEA075,-1.75280,-72.41708
AEA024,34.10938,-10.63356
CFG059,56.30502,-11.39643
RYR8BY,51.16475,-0.06970
AFR065,52.47519,-1.61369
IBS3932,40.49463,-3.58752
THY60,5.94831,99.71547
PAL721,34.22374,113.87374
UAE440,-26.07222,116.53393
AEA025,-10.50838,-54.58302
THY52,37.10513,124.23112
ETD76T,24.43802,54.64733
AUA82,57.04288,5.51133
ACA093,36.47968,-78.07335
AAL786,49.00570,2.56162
AFR459,43.08888,-2.10669
AEA057,-19.20113,-44.17779
THY26,31.64942,118.37944
THY72,22.96431,113.07394
T7SKA,53.56882,-3.50052
UAE231,59.07813,-38.97146
N866AB,47.24908,-9.83783
THY70,23.42967,110.90494
UAE356,-3.09082,105.96276
DLH457,54.23173,-0.72671
QTR890,31.68932,117.81403
CPA110,22.31297,113.93305
FDX108,35.06163,-89.98149
IBE6827,-17.94877,-42.74770
UAE414,-24.79280,113.48765
LPE2485,0.34014,-64.22842
GES031,40.07166,-3.63604
BAW282,56.25243,-9.72923
THY68,13.67822,100.75559
DLH481,49.40338,9.78838
VIR8E,56.15038,-7.61387
RKS32,40.32184,144.87811
EDW15J,47.99648,6.11468
MSR958,23.26308,113.25285
AAL187,59.18719,147.95563
HAL451,-28.92006,157.33527
FDX855,35.06224,-89.98366
FDX601,35.06449,-89.98334
PAPA3,40.50928,-3.57880
N152QS,45.92184,-104.03269
JBU464,40.64541,-73.77188
UAE318,35.93777,140.66199
TSC692,37.93155,23.94596
VIR44B,51.56000,-1.07140
FDX619,35.06553,-89.97462
THY800,26.66069,-48.34509
FOLOWME2,19.09471,72.86706
TAP087,-20.32242,-46.51925
ANA109,63.28170,164.02463
UAE408,-22.07152,109.47588
CPA823,65.22630,94.60344
AAL215,-10.00012,-59.11152
SWR197,51.71269,19.50437
JBU1124,40.64556,-73.77431
FDX583,35.06109,-89.97451
KV3,52.31776,4.74107
THY38R,-25.70055,28.76638
QTR740,67.72024,-53.40716
UAL972,50.99854,3.43612
BAW166,45.68843,19.72823
NAX7088,64.95840,4.76060
SIA298,-3.03547,112.30197
KLM792,44.16998,-6.48334
TJS29,46.10898,5.92018
TCX2735,53.39832,-4.09288
THY84,23.66045,109.40165
UAE221,72.77586,-40.79924
QTR1369,-27.73082,22.95550
AAL742,41.29123,2.08253
UAE219,59.02620,-31.71263
DAL106,51.89429,-0.97878
JAL69,36.71563,155.60889
ACA007,44.17863,123.38298
UAE203,59.30162,-34.75061
LAN533,-22.09760,-74.96339
THY173,41.39169,35.17892
SVA860,14.00587,118.73843
ETD474,-6.13092,106.64796
AAL720,41.79652,12.24111
KAL138,34.51122,129.49361
CSN461,55.60451,31.09466
THY54,11.22463,99.71842
DAL64,41.79821,12.24570
RYR3GB,44.84697,16.20667
KLM214,52.30904,4.77612
KLM749,51.21913,-1.92135
TSC154,50.89289,4.49385
DAL583,57.80123,145.36884
ETD424,13.97913,120.61182
QTR778,44.60852,15.24281
LNE1441,7.21577,-66.98811
N194WM,51.47970,14.01810
DAL2040,40.63955,-73.78078
UAE213,35.98423,-20.26972
IBE6456,35.64688,-15.98099
SAY9858,59.06859,46.54257
AIC160,52.76649,17.27945
CPA3273,33.13298,132.98665
FDX26,50.86795,7.14111
THY56,11.49724,99.57529
DAL110,27.31336,-80.36600
ELY002,37.13832,23.24263
QTR956,-5.27866,106.75853
QTR727,59.83879,-31.13598
QTR1373,-20.79246,20.23886
QTR756,46.83847,15.66228
QTR703,59.77861,-27.23329
QTR900,-18.24223,102.02793
BAW2278,57.91960,-13.59358
QTR870,31.36695,121.05989
TAM8113,-17.88025,-50.66162
BAW190,51.38981,-1.80794
CSN3074,20.85252,114.30241
CAL5321,31.38167,130.10495
AAL996,22.84470,-90.54278
IBE6674,40.49809,-3.56853
BAW92W,51.46643,-0.46872
VIR86Z,56.83321,-5.47722
THY166,20.85768,102.25629
TSC652,49.61151,-4.17562
ETH604,41.64507,104.26052
FDX82,35.06665,-89.98381
ANA115,42.04659,141.92744
TSC408,51.05901,-0.59998
KAL054,37.06018,127.53934
RYR6CE,42.37143,0.45293
SUR8901,45.45464,-73.76215
DAL589,49.93840,133.27919
OAE702,48.66976,19.35148
AIC171,51.53593,-0.03136
LAN507,-33.40193,-70.78533
AZA62J,50.07049,-28.10092
CLX779,51.04895,2.09572
ACA091,38.85450,-76.92712
CBJ462,11.47704,121.67200
AFR099,49.00028,2.58623
DAL414,39.38837,15.18400
KLM771,51.02879,-2.37654
SVA822,-1.07574,105.25381
UAE332,13.89943,119.54373
KAL504,43.64229,116.16201
JAL1,36.82142,156.74323
EDW11,52.75020,-1.77508
QTR930,13.87070,111.36874
JBU1415,37.61370,-122.38933
QTR806,37.68790,128.67163
TCX2719,59.15176,-8.53372
UAE316,37.16996,129.84897
QTR962,-2.41494,108.58347
AAL56,51.44981,-0.08621
UAE216,75.07410,2.23994
AAL984,25.54149,-79.96243
N151QS,42.97917,-2.22656
KLM676,52.31430,4.77531
QTR946,1.12954,103.71795
AAL912,22.29864,-79.09779
KLM751,46.15740,-29.54092
N805TM,23.28017,120.25864
CAR12,-31.94844,115.95972
VLG7822,51.15423,-0.16505
SIA328,38.89919,44.23340
QTR932,14.15615,117.41547
OMA844,23.60579,58.27763
XAX215,2.17438,102.09176
THY2,43.94899,18.84181
DAL146,25.12358,-79.52978
TAP075,-14.67938,-41.75487
AAL2491,25.79788,-80.27470
CFG115,47.87991,-9.64480
QTR730,60.84132,0.50471
BAW8,72.44591,31.80862
AFL107,75.00729,5.81667
QTR1363,-23.53876,29.14473
GTI8086,22.31403,113.91322
AAL907,-32.69925,-65.38436
KLM604,62.51495,-22.23348
AAL263,70.59856,179.09084
AAL78,57.67947,-11.63929
UAE226,79.81935,21.14716
THA476,9.96870,107.81253
DLH483,50.98625,-0.03410
PAL210,14.42862,121.50211
DAL444,41.79965,12.23303
EJA538,34.42277,-119.83589
AAL900,25.79297,-80.35751
THT7,-17.55782,-149.61066
AAL962,27.14896,-83.27087
JAL783,35.76027,140.38232
AAL929,-23.47299,-46.66219
ACA844,51.12396,7.18832
AAL997,-21.20586,-73.76640
QTR858,37.89715,122.73084
AAL734,53.35081,-2.28610
AAR795,55.61652,37.82773
DAL39,53.49113,137.21051
FWI543,48.18580,1.38016
VIR78,53.46478,-4.98262
AAL940,19.62740,-89.13203
SWR65,48.54733,0.31644
AAL46,51.60109,-0.48681
PIA782,57.37382,28.90343
DLH493,53.92648,0.05097
ROU1934,53.97253,-3.17332
UAE772,-22.95653,24.45337
FWI585,45.79139,-9.95420
KTK3893,36.89545,30.80055
QFA127,16.97064,116.96691
ETD170,78.68181,-35.19633
BAW36,45.96526,24.06603
KAL529,56.14219,43.04726
AAL423,33.94110,-118.40484
AAL728,51.47157,-0.46332
VIR16B,51.15594,-0.18259
ETD93R,73.62607,-13.76106
AFL103,59.35308,31.46778
RJA180,14.33359,97.27262
CRL925,48.74611,2.87539
CAL5254,60.35202,-156.08040
DAL129,54.92349,139.46478
DAL611,34.89175,137.35175
AFL1711,55.96568,37.40340
BAW2038,51.12726,0.13562
CAL015,37.79904,163.21896
AFR429,45.89960,-32.00859
SIA286,-7.53774,121.27855
EVE802,39.91068,-5.11312
QTR818,21.57463,113.34940
KLM758,47.07402,-18.60370
FDX56,35.06129,-89.96781
SWR9K,48.03009,5.94043
WJA1,51.34836,-0.96279
AZA63C,47.53477,-4.21937
AFR267,56.23496,41.27392
AFR741,47.37350,-1.84742
QTR8102,52.53164,3.92800
UAE387,25.24560,55.37383
DAL74,52.38849,2.65916
IBK9470,42.28056,-4.07312
IBE6841,-18.62076,-43.74461
HVN772,9.00121,109.23042
BAW71F,61.53968,-27.21212
UAE366,22.08848,116.53244
SQB02ERA,31.51507,74.40585
EIN12G,53.41380,-6.13094
QTR708,47.35657,11.85890
TAM8081,-11.80714,-49.99555
NWS306,58.82764,53.64716
WJA3,51.00650,-0.18320
HAL449,34.44402,140.58217
AAL293,33.94110,-118.40644
LAE2841,-21.68591,-58.00377
ANZ2,64.90872,-46.81311
BAW79V,51.10527,-28.39960
TAM8091,-20.87766,-46.78028
QTR880,29.69856,106.52586
EIN146,64.04369,-30.57737
AFR689,49.32373,0.86561
DAL412,44.78665,4.61808
QTR726,58.26134,7.47125
AMX001,44.03102,-30.44549
IBE6844,16.30591,-25.17560
DLH447,57.67822,-8.62453
AAL992,24.39598,-78.13663
UAL148,29.90203,-75.60074
AFR179,47.78704,-33.41489
AFR6731,55.51196,-4.61112
UAL938,57.93520,-21.46717
DAL162,53.16930,0.68774
DAL38,43.86017,154.43549
UAL2,40.01428,151.63673
SAS936,67.91814,-31.97155
QFA81,-0.61095,108.48345
SIA238,0.81965,105.13286
JBU687,33.93565,-118.41043
UAL862,39.27050,149.90778
DLH465,51.04637,0.12976
VIR20V,63.36017,-32.81627
UAE230,75.04669,36.62038
ROU1932,43.59018,7.64348
AAL54,53.39992,-3.55541
DAL472,28.70836,-69.19030
PAL662,22.80942,63.26920
WK0025,50.05253,-20.96949
AVA016,38.22195,-29.09305
JAL791,34.15770,139.64189
AAL963,-5.25192,-56.10445
GTI8766,62.20294,-25.40405
UAE369,25.29169,55.58926
JBU167,37.71132,-122.21646
AFR673,50.72458,-8.65662
UAL48,66.35984,36.34540
AEA088,40.60533,-6.61408
ABW486,56.01054,38.24632
CSN326,10.81526,120.21828
LAN503,-30.43542,-71.37527
DAL136,52.22579,4.57298
CFG065,58.76820,-43.02432
DAL4,50.00092,8.34671
EVA659,36.22085,139.40739
DSM7822,16.77731,-76.34944
AZA605,44.97977,8.35713
NOS430,46.10811,-4.97607
TEST1234,40.69384,-74.16085
AFR153,49.23230,-4.40390
A6EDR,25.25069,55.36158
FWI554,46.50582,-13.04887
HVN780,6.30753,112.89872
JBU1715,37.61136,-122.39024
XAX551,3.11916,103.43987
N797KK,42.28484,141.64948
UAL923,62.58609,-44.94739
UAL860,27.77385,-73.82377
ACA824,52.27084,4.68994
TE888,-37.00776,174.79117
ROU1912,41.29121,2.07312
ABW543,51.67645,-133.21338
CSN382,14.18642,119.74394
AAL950,28.47013,-70.23114
KLM706,26.57467,-18.38208
ELY032,49.47295,-11.21314
KAL035,57.57764,-146.15567
AIC301,6.54050,112.62798
VIR106,58.62017,-13.79702
ETD54K,63.77889,-19.99039
AAL930,24.06422,-77.73504
BAW34N,47.94237,-9.38759
RYR20VP,48.04216,9.45078
AFL1731,61.50486,47.42015
ACA834,46.23419,6.11136
DAL104,24.45771,-74.16658
THY38D,40.97391,28.82173
CPA257,56.28497,73.77502
AFL1743,61.67710,47.88768
TSC100,50.06017,8.98002
HAL2,33.93990,-118.40456
LOT92,56.12260,48.65004
TSC382,47.88275,-7.73015
THY713,41.56487,33.82882
CPA139,-22.20742,141.90800
UPS208,43.10403,-73.23729
YGI,-32.09361,115.88268
AEA012,37.86058,-16.26166
TCX2849,53.44876,-4.50808
LAN621,-29.94507,-73.42168
SIA232,-2.14659,110.81588
CPA830,51.78635,171.08311
AAL214,25.65512,-80.09718
GEC8401,56.78772,60.15263
IBE6346,41.51894,-5.73574
CES562,9.16447,121.73000
FDX5392,48.55355,78.16939
TSC498,49.37338,-4.66306
AAL744,42.48911,-3.20737
CSN344,7.49058,121.77739
THY76M,40.98116,28.81742
AFR125,56.13502,49.44251
PAC241,-13.88481,147.01201
BPA1404,44.01306,-13.45710
DAL30,50.24160,-7.09160
AFR377,49.30733,1.43470
ELY016,44.22886,6.02855
TSC314,45.78333,3.08227
XAX223,-5.73720,112.67937
ANZ281,-34.78413,154.12131
SOO275,23.76654,108.24890
CSN301,-20.17589,140.44279
IBE6170,44.01945,-49.86057
QTR744,48.49507,3.38407
SWR15X,48.27946,4.78426
EZY47LA,50.81977,4.30824
HAL50,45.00563,-99.52403
ACA894,45.71635,4.52168
EVE814,43.13769,-25.12930
UAL54,50.64818,0.27614
CKK213,58.51492,65.54115
KLM812,36.39426,53.63718
AD8705,-16.42549,-50.86670
TSC456,49.02047,2.52335
GIA713,-8.31761,113.95392
DLH495,50.80236,3.92052
DAL422,52.21202,3.52295
HAL445,-23.64109,-177.38567
QFA97,11.33066,119.98775
ICL981,41.45695,-74.73562
KAL073,60.83652,-149.34132
TAP088,23.12369,-19.32049
AAL120,48.99509,2.82335
TCX2865,66.06125,-42.53277
EIN124,54.81181,-13.33682
ACA890,47.72850,-3.81789
AIR4,25.23270,55.39697
PAL212,6.53584,123.95135
DAL60,20.42298,-69.41152
RBA98,10.20218,106.85447
THA492,-11.65305,130.64088
AEA034,41.01431,-15.37930
DAL40,0.57590,-157.98326
AFR027,49.27112,2.19931
QFA29,6.64948,122.21291
TAM8065,-2.37523,-33.36927
ACA838,50.59609,5.20418
AEA064,40.05238,-29.63393
BER7431,63.09833,-51.18195
AAL945,-15.46628,-76.18793
ANA855,-5.88211,106.52372
SIA308,34.06199,58.60548
DAL8878,44.88307,-93.21447
DLH453,62.73310,-54.85273
BOV776,15.55856,-25.63106
AEA098,41.03503,-18.48666
DAL581,34.89854,150.73070
FDX54,35.06284,-89.98159
TSC648,45.77106,3.10411
DAL144,64.08440,-17.34150
GLP118,55.31868,38.19197
TAP070,19.09475,-20.01274
CXA808,7.35735,121.97623
NAX7074,66.00595,-41.39899
JAL789,35.02111,149.83989
FIN58,65.68808,69.86252
KLM868,73.30043,69.81446
TSC182,55.93987,-4.30406
SVA834,8.50614,90.15173
DAL196,21.11458,-70.64658
BAW2256,46.61340,-14.97822
AAL738,38.42226,-9.58905
KAL081,60.62154,-153.81850
JBU1323,33.93991,-118.40417
AIC131,46.69034,22.46664
JST7,-2.61740,111.53349
BAW172,51.46776,-0.47867
AZG074,43.86607,53.63966
DAL474,48.86458,1.68777
BAW22C,51.36269,-0.12122
CPA074,31.03116,-84.04837
DHK966,50.21809,-66.38229
PAL659,13.89546,103.85835
CLU531,36.35934,104.05946
AAL974,18.56177,-66.96250
QTR8971,25.31653,59.21967
FIN42,65.70987,60.38292
CXA804,5.71806,122.74382
MEA576,33.82479,35.48349
THY50D,40.98917,28.81268
THA671,13.96623,101.04746
FIN76,64.34116,80.51210
AFL1880,47.98414,64.70696
CPA162,5.69213,122.75877
AEA052,40.96955,-20.88245
QTR965,18.67932,71.22531
CAL5147,41.60532,146.46187
ISS3220,-0.20288,39.90794
GES041,44.58657,-48.24980
SAS964,55.26030,75.64770
IBK1609,55.94743,-3.36866
IBK1601,55.94688,-3.38050
UAE236,50.53596,-11.34700
AAL108,63.40475,-59.34320
KTK7744,39.01108,66.23293
JAL773,-10.92171,147.03789
VIR142,50.71568,-51.81405
VIR10K,51.31105,-0.95885
MAS89,3.43355,104.41909
MAS141,-31.46153,141.38770
HAL821,34.52744,152.99229
FDX1800,37.71711,-122.21780
BAW94,51.46779,-0.47867
DAL41,29.67411,-125.02727
CES712,4.94641,123.38245
THY80L,70.03761,-47.38527
THA461,-29.59167,131.65903
JAL413,66.56905,76.90942
TAM8070,21.93007,-19.69777
DLH501,20.92125,-20.36639
VOZ35,-9.18278,114.92972
AFR253,31.76533,63.33441
DAL158,63.23079,-155.09023
SIA671,1.35828,103.99246
CSN343,-19.43599,135.16695
LAN502,12.08312,-79.52006
SIA12,35.06026,140.55667
FDX1268,35.06720,-89.97503
UAL844,22.91302,-69.93909
VIR128,53.53028,-2.20486
SVR94,55.26337,38.25956
ROU1930,53.89073,-2.59221
SWR53T,48.48189,4.09959
ARG1160,3.49372,-25.40051
CCA976,40.06549,116.60335
UAL144,45.16610,-104.52252
AFR069,61.83770,-60.46284
DAL409,55.55451,-3.64265
LAN705,2.64064,-34.39326
EIN1PE,59.70556,-78.24681
PW08,25.08495,121.22896
BAW14K,51.30839,-0.49530
JAL45,69.82619,80.32523
MAS388,31.14204,121.80298
UAL170,46.21733,-0.30199
UZB512,41.08910,70.34689
ACA46,60.87437,8.75430
FIN80,69.74423,81.67415
CPA134D,3.12502,124.16320
VIKTOR46,47.45570,8.55789
ACA870,49.23642,2.67496
AFR935,27.80653,29.76264
AZG632,28.18733,61.62506
DLH413,48.84866,0.77714
QFA577,-31.93256,115.96167
SIA32,35.68234,142.46877
GTI534,54.77026,176.97017
SWR189,55.33273,75.18436
FDX5384,32.77571,57.30312
MOV182,57.46073,47.29384
MOV198,59.63232,59.54736
AFR475,45.32198,-37.90234
BAW276,42.01584,33.37047
FIN78,69.72198,81.90795
ACA848,50.55317,-3.88545
TSC400,46.47459,-0.22886
MAS133,-32.97146,138.29495
FDX1224,35.06093,-89.95378
JAL421,65.96503,79.64336
FDX1818,37.71879,-122.21761
EVA316,10.13837,124.08127
EIN1TC,53.42281,-6.26542
AAL0000,32.90988,-97.06076
DAL471,-2.89173,-54.30921
FDX1200,35.06277,-89.98091
CES261,55.45601,74.36817
MAS129,-34.78206,138.22563
UAL8,44.39278,163.53593
TUI174,36.99450,29.01555
KZR930,43.72093,77.46951
AFR275,67.46883,86.31995
OMA822,23.59842,58.15887
TSC284,63.57528,-32.41846
SWR161,68.34176,85.22945
NJE576G,33.30682,114.51969
ACA872,52.01482,-5.04021
KAR1864,56.13739,92.64230
N988ZJ,41.64873,149.76263
ANA817,11.66139,104.96494
BAW18,61.10014,68.07433
DAL44,52.35902,-9.23676
QFA35,-7.13173,113.98315
SQC7123,-14.23978,143.34821
DLH415,52.01724,-16.01913
FDX68,35.06503,-89.98399
AAL908,11.14009,-70.07427
THA641,13.70787,100.76542
KLM686,47.81992,-51.19038
AEA092,44.75108,-8.54696
UAL82,72.07092,3.31324
QTR702,51.46303,-0.62288
MSR747,30.70312,30.78348
ODP,-34.50466,138.80110
CSN303,52.03944,68.13046
ANA231,69.83960,81.35909
SVA129,52.55589,-1.17523
KAL093,59.62108,-162.22005
RAM219,35.81319,-11.22622
AAL186,60.75668,-169.18573
GIA879,-5.64963,106.82826
GIA881,-4.89427,116.70879
SVA377,33.25406,-7.55325
ESC799,45.46347,-73.76214
UAL16,53.17970,-10.29459
DAL411,50.83900,-2.60940
SIA245,-25.95467,146.84818
TAM8080,20.75606,-68.06230
AFR011,49.34547,-6.04776
QFA117,3.41326,128.77715
BAW188,51.47754,-2.60346
EJM167,51.49697,-0.36308
AFR349,49.55502,-2.31544
CFG011,61.04466,-20.44537
UAL77,53.64182,-12.79059
SDM6488,65.16939,59.67653
GEC8273,50.04033,8.54364
FDX5391,47.75580,-69.18619
AAR222,57.75270,-161.15779
AIR20,25.25070,55.35838
UAE9882,24.52904,103.20541
