callsign,latitude,longitude
DKH1155,22.46187,113.74598
FIN1XT,54.16995,-5.44324
EZY8369,40.07836,18.86446
UEA2702,19.93547,110.70486
EIN40G,41.99940,12.11730
JBU648,42.35555,-91.75871
CSZ9051,32.83939,129.66928
FDX1373,35.06103,-89.97316
QTR654,15.95415,68.44485
AAL2342,32.88483,-91.87597
RCH641,50.05070,14.22751
CSN3106,27.76008,113.43220
CSN6415,34.30120,108.40797
CHH7243,31.21564,117.27313
ELY381,43.10109,19.04670
JAF8FX,48.73125,2.37590
WZZ292,43.23612,27.82663
CQH8860,31.04132,121.86100
N83M,4.12268,-83.69240
CES5377,18.76740,109.01942
TAZ,-23.31103,147.88101
NAX7006,55.92212,-51.94159
CES538,31.21030,121.95830
SMR261,55.02176,82.59727
WJA1791,49.12894,-123.40548
KHV959,16.82207,106.44305
ANA904,35.76758,140.37704
TFL7WK,38.69133,-9.28448
AFL2060,44.26545,23.62194
KUNTO13,60.31841,24.91493
TAP1235,49.66814,11.34476
SAA181,-18.47543,31.48745
UAL2417,43.94551,-92.93818
SVR620,44.29231,41.25942
CHH7246,40.14590,114.64677
KAL907,51.03520,114.71790
GMI7817,49.32829,11.68801
AAL1774,40.66296,-85.18895
KAL274,-18.66474,-75.27444
NWS1872,51.78676,47.51439
UAL1260,39.75494,-81.21117
BAW156,40.77576,36.62903
CSH855,22.76312,113.31169
THY8DH,48.47815,13.66041
CDG8815,40.61850,89.92876
CSN6288,40.33933,117.10820
CCA952,37.32390,123.94852
RYR15PH,53.69424,10.11768
EZY15AP,39.08875,10.47101
ASA18,45.85833,-95.76247
UAL14,42.42019,-98.96900
IGO3645,27.48388,95.02047
THY2FS,40.46488,50.03785
CEB703,8.77615,123.25818
BLX327,43.67542,23.78208
CSN6078,22.47849,116.02571
MEA211,46.19952,18.03138
OMA203,19.09503,72.87133
CHH7056,18.30850,109.40887
UPS64,22.28462,115.40034
DKH1183,37.43010,120.96642
THY1LG,53.60605,35.76968
JAI024,7.84740,93.67900
CHH7212,40.34007,116.42924
NJE815T,35.33130,25.32259
UAE407,-38.41916,153.77417
IV4295,43.41638,39.41824
BAW268,48.32181,-102.91711
SKY532,36.41808,140.37065
JZR902,40.35977,50.06476
CXA845,32.99808,130.77872
THY9HY,51.14035,13.93705
CSN3206,23.05998,113.19104
CFG8CE,38.19700,23.71841
CCA1303,24.27745,113.94556
SBI3339,59.53161,52.64620
ZEBRA1,47.45411,8.57397
CPA899,56.23586,-60.61150
FIN2NC,51.68877,0.73242
MON982W,36.83941,-16.18852
CQH8591,38.33803,121.42569
AEE13,49.97099,8.22334
CQN2315,29.59819,121.07677
QTR571,26.80315,54.08765
CCA4364,36.72636,109.57651
CES2213,33.99664,109.56278
OMA823,16.13780,76.46783
VKG1790,41.61584,29.14742
TVF014X,34.05436,-6.69376
AAR315,40.07833,116.60286
EFL,-16.53591,145.59273
QFA9,38.80623,44.35366
DKH1335,31.15723,121.80408
CSZ9602,29.68144,113.61596
VKG1644,43.03894,23.91098
AFR18AB,35.02940,-5.79449
BAW242,30.77179,-89.26332
DKH1028,32.96676,115.30376
TAM3790,-14.44382,-50.64295
SIA228,-23.84731,133.91209
SVA7102,36.62218,20.51165
EZY1815,37.63495,-4.61998
IGO1404,17.81174,70.28198
EXS77E,42.08917,2.15476
AFL1400,56.74883,60.80049
MXD158,2.71024,101.72013
RYR9JG,37.71830,-4.80724
TLM8014,27.49333,111.91846
EVA266,19.82043,120.11514
CLX661,47.72859,-102.00854
CSN3047,7.10435,105.63643
APJ36,31.28012,130.74022
SIA866,17.21973,112.91551
PAL684,13.75921,105.89317
CUH2507,34.94597,108.23256
EXS69B,38.78582,1.25238
THY3FE,40.96573,9.71222
CHH7691,30.75110,117.24776
IBK6306,29.02015,-15.89851
EZY91YN,43.40098,16.03252
AFR10TK,35.56100,-7.94003
GFA275,24.06388,58.81883
QTR301,40.28444,45.35974
RYR733V,36.40974,-7.85831
CES5714,31.16991,107.23394
JJP22,30.07940,128.77179
JBU602,41.44546,-91.65664
EZY47MH,36.67323,-4.48293
ANA920,35.76449,140.39043
CPA391,30.54288,113.91411
CSN6712,25.34676,110.20609
DLH781,45.52259,106.06543
THY8TW,52.52006,34.17551
VOI623,20.52410,-103.30422
OMA705,7.09561,48.36453
RYR80HD,35.64680,-11.69181
BWA551,24.70233,-64.29096
VRD1138,41.17538,-100.31482
CSN6899,34.37502,108.65265
SYL587,69.39505,89.40282
RYR4JQ,35.40791,-7.96006
CHH7326,22.63392,113.80045
BMS4NQ,51.90546,2.19940
SAI779,25.59997,61.61388
EZY89EA,36.82920,-4.75807
MON280N,37.60842,-16.17230
KAL905,47.92995,109.62222
HDA732,18.24087,113.41399
SEJ876,21.20352,72.83020
QTR402,31.76711,36.21742
VLG6304,53.36123,-2.26753
KAR8816,51.19926,47.35211
AFL1444,59.39383,73.99301
CHH489,50.93434,103.45039
EZY317C,37.06517,-8.22181
SLK921,8.93282,107.06186
TRA821E,41.80247,16.72598
DAT4434,36.67923,-4.47401
UAL238,39.01845,-99.43672
LPE2473,-30.69928,-71.21037
MGL298,29.08165,113.72158
PIA303,29.78929,72.06293
SAS89K,49.02450,2.53322
AFL2620,54.60173,29.01256
AXM173,10.71540,117.53932
UAE135,37.64575,45.12360
ALK405,11.02598,90.40265
CES5500,30.55818,103.94184
CAO1041,44.92062,112.98981
AIC933,22.71991,58.57300
QFA172,-39.61019,152.05223
RYR15NT,36.59700,-11.11337
RYR878H,38.55750,-9.52362
BTK7348,-6.27074,106.88243
OMA253,15.79230,74.74100
AAL988,2.52032,-83.27315
AIC772,22.66662,88.44706
TUI87D,48.76987,2.19565
ISS497,53.67320,31.47465
JBU670,39.87465,-110.20344
CSN3263,43.76908,125.70023
QTR674,16.74438,63.59589
TAM3351,-21.13458,-45.29576
KTK9666,48.28679,43.73700
THY6ME,40.93702,28.74798
CES2086,31.13941,121.80111
FIN765V,48.11973,16.55851
ABY522,19.78564,73.12858
LNI041,-6.12069,106.63966
RYR5XJ,54.43148,-1.77945
GFA150,23.19666,63.42554
MEA213,44.16541,19.22516
CSN6958,37.17601,102.92571
EXS301,48.10712,-4.52204
TCX17HW,39.86396,4.22247
CAL221,27.85802,125.04401
CQH8517,14.04895,100.62279
ETD63G,29.06051,35.68710
ROT415P,42.39270,4.03977
THY2DV,45.14296,10.54198
UAE139,38.80508,44.34208
ANA468,35.34137,139.92393
ETD451,-20.41022,139.23450
EZY2295,62.48680,-19.43593
EIN97A,37.02136,-8.01552
CSN6715,27.34921,110.06125
ETD47K,38.11562,44.66480
LUC465,43.66125,7.21261
QTR729,42.20594,49.29572
QLK474D,-20.59497,139.48251
CXA8210,33.85897,110.18239
UAE175,39.96584,45.52112
VOZ1727,-20.71033,116.77051
CCA1322,39.85174,116.07996
EZY84XV,36.75325,25.22518
CSH9057,31.12675,121.82387
EVA398,25.08071,121.24232
ETH504,59.13083,-33.17806
GEC8414,42.67932,32.68283
AXB331,21.78915,59.46660
UZB651,52.34934,54.27403
IBK3PW,42.21497,-3.57490
TCX230,46.14619,18.40170
ETD55E,29.04455,35.14666
UAE505,25.16931,55.82148
UAE388,22.49831,74.58338
MD10,35.05952,-89.95705
VLG85VY,53.80149,13.85974
TUA3902,41.82290,40.09518
UAL1976,39.33949,-89.24929
THY8HQ,41.73541,26.83124
DCAWB,46.95142,6.97815
UBA002,17.05289,96.27946
UAE404,18.22138,72.18722
RYR4QK,55.03646,-1.70554
JAL3512,33.60021,130.44525
CSC8759,39.39623,97.35590
SVA784,22.47370,56.20997
TOM2LM,45.39583,13.81478
CSZ9727,19.93516,110.56176
TRA727V,38.00269,-5.65324
CSN3861,40.14632,116.71769
TOM8WP,41.58595,12.16474
CCA1620,39.02335,116.65106
EVA130,34.43482,135.22710
JTG631,43.98184,-4.79968
AMX003,25.96582,-80.61250
CSN3940,34.81235,107.78361
AMX057,41.74632,157.52362
KQA550,-3.51937,20.59426
TOM50B,41.01677,14.23029
QFA94,32.73843,-124.38892
EZY36QC,53.12523,-5.86549
CSN3120,28.74042,111.45899
THY8FK,42.51013,13.57224
QTR8453,21.42371,98.48917
JB72,42.47123,-85.39102
IBK9TV,50.81810,9.61235
UAE225,41.57013,60.57018
SEJ562,28.16992,77.24514
CSN3359,30.65103,104.85858
THY1BR,41.20106,28.48923
JBU530,30.48753,-98.95863
SDM6643,52.86342,9.67369
AFL1620,44.97688,33.94815
RYR8PQ,39.90559,-8.35695
TBA9816,40.59979,110.61235
CHH7980,34.65600,113.86059
CXA8113,40.15121,116.56200
QTR960,20.07212,68.39824
UAL415,39.93256,-98.23313
IGO433,22.83220,88.12403
TGG641,-34.93748,138.54095
FJAON,47.04538,2.22858
SVR2953,39.10072,68.86261
CND515,38.82826,1.26472
AIC317,25.00269,114.48349
CSC101,30.83038,108.49166
EVA226,14.69459,113.80598
RYR920D,39.45256,2.33960
FIN1RW,53.83927,-2.27715
CSC8501,46.74957,130.12578
CCA186,38.10174,116.45535
UPS2910,34.04982,-117.57928
UAE729,12.13333,48.65522
RCH462T,40.15794,-97.45248
CCA817,51.36784,130.09227
CAL101,29.79287,127.73938
UAL1803,35.54326,-72.22845
TUA425,49.32424,43.30239
PGT5LD,46.54893,10.13077
VOZ688,-36.03611,129.99300
GLO9362,-17.03421,-63.52776
QTR427,32.70621,48.82481
CQH8954,30.83913,121.35331
CSZ9211,34.41431,108.74184
CSN3204,23.39530,113.28973
WJA240,47.06927,-94.65477
SCW8232,45.26157,2.82983
ABY385,28.82767,37.00026
THY4209,38.90845,27.88190
GXLEI,22.31518,113.92393
RYR9WB,40.48399,-3.57533
DKH8538,30.92507,121.72445
EXS21M,36.73251,-4.60654
LLM815,58.36156,32.74503
ARG1883,-36.27205,-59.67607
T7ARG,52.89583,37.64503
RYR69HQ,42.35738,-5.16813
CCA1418,39.14708,117.13745
UAE713,11.77350,50.67861
CAL011,55.51135,-83.01730
FDX60,35.06036,-89.97354
CSN6212,44.87191,125.56319
JBU492,41.25885,-96.97969
ANA852,34.96753,139.98854
UAL1225,39.73476,-98.48492
TFL585,39.55026,2.73436
DKH1166,31.47523,122.51210
BAW885,51.69291,1.88934
AXM278,4.94721,114.93336
AAR728,31.42216,120.87779
ETD7,38.33498,44.33246
AFL2410,48.21927,15.17064
BBG772,36.68559,27.16539
CES5087,33.58732,130.44522
AAL1042,30.66107,-97.89917
CSN3085,28.95004,118.77029
IBE3195,40.28128,-3.25127
THY5EC,51.91516,33.65921
00000000,54.55896,55.86772
CQH8733,33.81569,114.58976
N8VB,42.48720,-98.11472
LPE2451,3.94893,-75.13081
NKS266,39.41331,-99.33396
AFL2374,50.21141,12.81555
EZY21RE,51.14736,-0.20211
PGT10YF,48.40716,18.52158
QTR1353,15.91523,53.88710
AAL661,38.82599,-100.22929
THY1CU,47.85254,17.37868
PGT5543,48.74983,17.91400
AFL251,47.15533,110.82534
CDG4874,36.56138,116.45712
AAL1126,19.14340,-76.84486
UAE342,22.85439,62.76523
AAL624,43.43248,-96.85337
AHY9101,36.89963,31.56569
FDB630,23.17710,46.54561
MON70SL,45.50729,12.34198
QTR649,26.63356,57.21553
FFT1740,38.30234,-114.88833
UAL1162,33.10460,-77.57188
EVA212,21.11130,117.63194
VOI897,33.02028,-115.60551
CSN350,13.93374,111.47827
CCA1462,38.45462,115.04393
UAE418,23.39287,71.49038
FLI9266,45.64719,-4.30289
EJA147,33.93323,-118.39748
BMS3G,60.38682,25.08322
CSC8825,42.38951,125.13271
RYR81CB,38.48369,-10.41235
CSC8887,40.06201,116.59570
UAE334,23.14975,72.36020
RYR1WM,41.48232,2.62005
AZA11A,41.79670,12.25665
JAI010,13.86516,81.15813
DAIXE,43.63120,1.35240
CCA1362,36.14227,111.63299
BMS2901,45.18780,7.65919
ASA732,45.94872,-99.26201
EXS1KM,39.52446,2.32904
JJP513,33.58305,130.40300
FDB595,24.06816,69.97881
EZY42RE,41.68692,11.39301
OHY896,47.16270,41.28209
JBU276,40.98257,-112.60114
LLP29CB,51.56754,20.89496
AFL1272,45.03778,39.14859
THY5PA,41.73779,26.98099
ICE353,64.58137,-8.35578
GCR7890,39.23874,117.30310
THY5XM,42.80562,25.56519
SVR219,45.88049,43.70705
UAE506,20.16340,71.14102
CCA879,50.74622,128.33754
EZY7933,41.22157,20.02704
RYR109T,39.87236,-0.33380
CHH772,23.11188,113.82395
CCA4247,40.05486,94.74301
RYR8JD,41.29871,2.08324
SIA11,27.70308,131.35840
ABY270,35.46272,71.18397
RYR10FW,38.39465,-0.96236
CES2962,28.26160,117.92281
THA434,10.51318,101.90539
IBK5BV,51.01611,0.14297
ANA928,36.59625,140.58661
IBK8CY,48.74583,1.82612
AZU5265,-13.55638,-45.55134
TPA831,-9.91586,-67.87969
CSZ9691,38.63599,116.28944
THY92U,48.76300,12.94970
GCR7856,38.56592,115.27167
ETD463,-28.12394,132.70872
UAE133,35.44464,51.94049
JAF5331,36.84805,10.21923
CHH7965,40.02534,116.64075
ETD54F,37.96545,44.81247
DKH1261,42.85189,125.45402
SDM6633,49.13328,16.76159
DAL503,39.22357,-102.60571
CCA105,24.91899,119.61069
BAW132,34.28703,27.93640
RYR6TX,50.91971,4.03057
TOM1TK,43.53795,16.30002
HDA213,20.08073,110.01868
SVR2792,55.41156,37.89984
MGL502,37.40682,125.93186
CES2156,34.43417,108.76942
QTR707,41.48302,44.78027
FFT678,34.43134,-90.79256
SVA227,34.23675,24.35497
UTP9944,23.31078,94.87014
SEJ657,21.72984,88.36578
CRK9063,24.36651,100.74168
QFA7521,55.09593,-118.80309
HESS82,33.50879,-117.78273
CSC8729,19.93492,110.50211
UAL1796,39.40077,-114.23966
THY1JA,36.41441,14.73999
CSN6942,40.67068,94.74680
MXD305,1.64176,103.91579
CSN354,15.66783,112.51144
GCR7523,19.56853,109.77657
QFA476,-33.23267,136.17352
TGG565,-37.69102,144.73108
EZY32QG,39.50232,2.61615
QTR71DW,38.79913,43.02443
BTI772,45.46678,28.15849
EZY83RZ,50.21548,19.82909
QJE1782,-20.86436,139.81815
JAI820,28.01109,77.20702
AEE9KM,52.06760,14.17180
CFT1,22.65488,88.44385
ETD84E,37.37521,45.22576
CSN8395,31.72070,125.08830
HVN319,30.62905,133.23900
CSC8512,25.14391,107.22357
IRA718,39.44426,34.80093
JJA2102,30.52309,125.41146
QTR91EP,38.70447,43.07978
UZB462,41.24113,69.31618
CAL835,16.19183,107.43342
RYR11M,37.94771,-10.64695
TVP7463,52.27991,19.32121
AMX400,31.83135,-86.99815
ETH847,-8.32256,33.37103
KAL480,31.39003,120.99238
ABG7708,50.18225,39.96169
CFE2347,39.73705,2.73993
JTG789,44.65187,5.59531
QTR763,42.11935,44.45618
HVN583,15.90395,114.03084
ALLIED2,38.81887,-121.77229
EZY97JQ,37.74223,23.74874
CES5703,34.47830,115.49652
BMS3,51.30702,3.60211
UAL863,29.16292,-136.99162
EZY13GJ,43.00923,17.29274
CSN442,47.23783,-129.54195
DUB8,38.11441,45.65912
KTK7282,50.30983,45.48268
LAN530,2.75291,-79.77400
WOW720,57.89378,8.31160
JBU96,46.74999,-99.53352
AAL1369,28.35660,-105.77050
IGO222,28.56983,77.11598
EXS15G,41.06373,-8.54705
TAM8100,-13.13755,-61.44316
TAM4509,-1.38858,-48.47893
TAM3379,-13.76157,-45.98891
AAL1725,39.57178,-98.91443
FDB727,36.38597,46.93459
QFA12,33.68170,-120.96301
ASA135,50.87846,-104.27332
WOW162,45.90033,-113.37341
SA8152,-18.74339,28.38584
ACA754,39.94764,-110.71091
EXS83M,39.81413,2.89657
AMX709,12.91992,-88.61466
DEBRH,51.44995,2.92564
EXS41T,38.28424,-0.56146
GLP164,55.39595,37.90233
HVN577,22.55380,107.49123
FIN22,40.69835,65.24194
QJE1927,-31.62968,116.09028
CAL754,12.73558,113.26785
RYR1ZX,40.46276,-3.56871
BRU871,47.21059,7.43500
CQH8888,30.94849,121.31023
CHH7842,30.77778,114.20882
ANA475,26.35075,128.06570
BAW771C,51.67387,0.51765
AAL1275,37.73212,-101.29382
AEA857,56.21774,12.99219
CES5819,26.34366,105.65112
CCA1432,40.21015,116.07699
SIA175,4.50842,104.52071
BSX861,22.10101,113.60927
GIA862,9.38991,101.97671
SXS5VV,47.05714,21.35708
JBU236,27.10723,-76.71368
ROT421,43.31877,5.71679
EZY105F,36.52158,-7.82558
EXS73F,40.61478,-8.28350
IAW147,29.59749,32.70017
NAX4479,53.34938,-2.28712
TLM8031,21.63167,105.87734
CVK7023,50.81388,3.56084
JST106,-17.94681,115.34845
AIJ2933,10.30262,-84.19501
DAL1588,42.75252,-101.98559
NLY6JR,40.29753,-6.06927
EZY48WT,38.36279,-8.13666
JAL897,31.14836,121.81907
QFA37,-26.25202,135.44664
GEC8161,46.83737,-50.93008
GTI2181,50.66592,-104.88221
KAL923,45.11906,112.88923
SBI184,56.65878,57.74045
RYR86BH,38.54558,-3.58734
ETD75X,36.29203,46.37902
60,40.64547,-73.77371
AXM1521,10.80544,116.54594
TAM3067,-14.64821,-45.96358
UEA2753,18.30837,109.40745
AXM135,9.00348,107.07110
TVS6LP,50.10825,14.26528
TVS1287,41.82472,23.17930
AAL584,35.22519,-99.78114
KQA502,1.96952,21.39323
VOI859,32.77469,-86.74480
AEA1171,50.90509,4.48601
CHB6203,19.92655,109.91846
IGO096,23.71290,60.31483
LOT286,52.11681,21.01018
LZB5882,42.46704,28.30404
KQA512,3.58239,22.29866
TTW254,35.66609,134.36618
CSC8325,33.22256,118.87269
AEE61CG,46.28362,6.97618
UAE392,24.13596,64.82641
ENT7281,42.56889,27.51804
CES5341,22.63720,113.79831
RZO121,37.74795,-25.71018
UAE205,29.08942,41.39832
TVF943N,38.50200,-9.70045
IBK1080,56.49522,17.50746
SDM6885,48.31989,40.39391
ANZ805,-33.49986,158.19196
JBU1516,40.93863,-115.53607
NWS123,45.03767,34.87865
DTR430,42.79124,2.81761
UAE527,23.42336,62.45533
UAE606,24.75710,66.96391
TAM3421,-11.76178,-45.98432
IBE3239,40.23519,-2.21599
AXB196,28.09872,69.32389
SAS1530,59.65051,17.92689
VLG7845,38.22293,19.91935
AUI5012,43.19708,29.48345
BOX570,60.54849,37.83824
CHH7489,31.90108,107.73160
MON532Q,40.05946,3.01856
IBE3189,42.75143,-0.25019
BGA113A,53.53350,9.83068
AXB351,21.76804,61.15229
AIQ319,2.69905,101.70320
VJC906,18.45807,106.10708
PGT77T,47.95607,14.89647
MXD572,5.61913,102.48748
TFL189,43.06417,22.56866
AFR17YK,37.55741,23.48644
N886WT,31.98751,126.12467
RYR4075,40.87482,-6.34906
RAM777U,35.91875,-5.07648
AZU2499,-21.06779,-45.60140
RYR9871,48.60887,16.49048
ROT301Z,49.84914,8.12757
BOH521,39.44593,20.07006
CBJ5765,42.71452,119.42413
JBU66,38.76102,-90.52325
ZH9734,41.54704,123.51367
CSC8295,40.43615,94.64825
CXA831,25.16898,118.71344
QTR725,39.31256,46.08979
SVA271,34.43550,30.89754
RYR893Z,41.59924,-15.40730
BAW699W,51.46801,-0.45985
IGO559,32.52608,75.51991
AAL654,37.07560,-100.41026
EIN3LM,52.57970,13.49330
GWI68M,44.06218,-4.73153
VOI895,33.62324,-89.33590
ENT821,38.20545,13.17921
CTV927,-6.90306,107.57959
EZY61WL,37.71881,-0.88476
EVA392,17.98262,118.67227
THY7GN,37.42379,44.18455
CSZ9865,28.04588,115.96891
QTR1351,17.65260,54.95843
CSC8985,30.77690,114.20876
IBK1ML,49.58470,6.18894
LPE2433,-24.13591,-67.59737
CCA1517,31.19685,121.32646
AFL1500,57.45589,62.48972
UAL240,38.79365,-99.31382
FGBGF,43.68877,4.97077
JST956,-20.01411,146.66203
DTR310,39.56493,20.08540
UAL1,41.48229,-137.39589
GMI2870,41.03984,3.56207
AEE8,48.29525,12.30194
CSN6629,43.27734,125.63512
ETD264,16.98753,66.85616
EIN562P,41.40816,2.40482
LOT341,43.51296,7.74500
CSH9377,31.15764,121.79185
IBS3832,29.87897,-14.78860
RYR5053,41.26176,-3.54446
CSH9252,30.50253,121.71764
UAE372,24.06500,68.96947
FDX1376,35.06054,-89.95380
QTR1347,17.18614,54.73133
ETH835,-5.25347,30.93437
CMP807,28.19966,-78.44777
CCA939,48.37024,104.40075
BAW5JH,36.76165,-4.67661
HVN238,20.90918,105.67818
AVA089,27.35838,-106.33936
PXG680,40.27229,9.20982
SVR109,45.02631,39.17314
EZD1264,16.01020,117.93416
ELB608,51.27129,32.69066
RYR2SH,51.89264,0.24646
WOW422,52.65701,-1.76659
UAL283,41.18715,-108.50834
EZY575K,39.74765,-7.80225
RYR2VB,38.85315,-4.57416
RYR1LR,38.74301,-0.74588
CFT4,22.65454,88.44398
SVR36,55.07318,38.38389
RSY9402,49.90782,40.18893
CHH430,34.03386,130.82385
AMX019,-0.08055,-85.22137
ICE201,63.25746,-11.83019
LPE2466,0.68599,-79.84016
KNE249,31.71593,31.10262
CES5344,31.19178,121.32776
XAX379,16.80664,109.50487
IJM092,38.40665,29.92436
CSZ9383,45.24934,125.90175
ESR632,37.38545,126.52710
EXS64J,39.77257,2.42762
GMI2424,57.97018,24.50182
CCA1958,28.97054,120.74217
CAL703,14.47581,121.40049
ANR211,41.62962,43.02521
DAL1908,37.18982,-100.31038
PBD414,55.97644,55.34646
DLH3CF,48.46577,12.28483
LOT3GA,49.01851,2.53235
ABG7508,50.20116,22.00099
UAL384,40.11462,-107.66233
RYR660V,49.72737,2.24049
EZY8507,60.79978,-16.18904
QSM2254,59.58202,31.61505
CMP801,-12.95723,-59.80801
VB0,20.52530,-103.30501
KY8202,25.15065,102.95960
RYR9SJ,40.56106,11.89501
FDB933,37.13278,51.31030
IGO269,30.67825,76.77795
CPA829,57.84189,-76.28050
IBK480,47.65416,17.94658
FFT604,39.83922,-88.00509
RYR4VM,42.53064,12.80431
TAR725,36.84756,10.22005
SAS2547,53.39556,-2.18830
FFT1746,31.85472,-98.69633
QTR1335,18.26976,55.25373
DLH729,41.84637,116.01488
CPA754,21.78724,113.85783
CSN6799,28.62940,116.02779
LNI764,-1.26405,116.89713
CHH7955,33.84654,137.91345
QTR701,38.51413,43.73233
CSH9219,35.24277,108.07748
CSN6520,41.64876,123.49663
SAS7375,48.40101,21.85846
CCA1558,34.05552,118.40572
LOT4TC,46.22736,6.09258
ETH921,6.98494,20.71658
JAF9MW,39.29284,-9.12463
NWK2664,-20.20186,121.78680
THA472,-22.81531,142.35719
UAE235,34.61815,50.54346
SDM6056,50.21017,40.89260
UAL839,25.52704,-132.73705
AFL2502,50.10361,19.05976
TUA902,41.82722,34.64121
HDA840,29.71212,106.65616
QTR852,22.36315,63.93467
CCA4514,30.25108,108.14505
TK6KL,39.33247,36.86588
NAX38P,47.19635,2.73257
CES2326,34.12262,108.74487
SDM5804,47.56326,42.88471
CSZ9239,42.82016,93.90730
RAM279,7.84950,3.61203
CBJ5286,19.93483,110.45535
DLH16V,45.36520,3.94490
EZY97TC,41.36275,11.70880
RYR35DM,48.85676,17.16252
LPE2461,12.53727,-79.17364
CJT570,45.69489,-74.05829
HDA744,34.32330,113.94644
GLO1579,-20.29106,-44.89127
CCA4141,39.10011,116.32312
IBE3257,40.27351,-2.91512
JAI474,12.98454,80.16605
CFE51LV,38.85841,1.12371
KAC161,31.52792,49.25430
CDG8825,34.32385,135.05070
GLO1667,-17.69321,-45.18441
KTK3094,45.78692,46.70137
KK,52.29893,4.78916
BAW122,37.87481,44.90142
BAW675,48.15703,14.45568
AAL434,41.80665,-106.82951
CXA8372,31.14624,121.33916
RAM787W,37.26915,-7.80245
DAL1056,46.31067,-101.06745
TWB668,37.56636,126.79568
SVR178,45.17917,35.72165
UAE304,24.08729,69.49319
DKH1181,41.48163,123.00037
SDM6621,51.24472,15.26046
CPA712,13.67624,100.75506
PGT51A,48.62907,15.70553
JJP309,29.96260,132.04129
ACA176,48.66031,-92.33112
CSN6287,32.12614,114.40343
CAW463,-33.94217,18.59436
TAM3747,-11.31164,-54.61737
CSZ9054,31.14267,121.51682
CES5092,21.31728,112.64332
YRCAA,46.73565,23.68137
AIJ6319,25.79264,-100.12991
SVR8,55.33567,37.97466
CES702,30.77326,121.92033
JBU132,33.82603,-105.87126
QFA663,-34.86283,140.26010
UAL726,39.63268,-111.90954
THY3MC,40.91615,13.23944
CSN3600,23.38866,113.29313
RYR3WW,47.04132,10.45413
JAI570,19.74229,62.65211
BER7493,26.38678,41.43250
AFL2402,49.29776,17.48516
JAL877,33.16447,129.31233
DLH35N,48.34712,11.78520
RYR1EG,42.99020,5.27998
AAL2026,38.04975,-95.31846
EZY87FX,43.45828,16.52782
CDG4928,36.64343,103.61275
SRN241,46.82321,13.71127
ANA290,34.40564,131.38104
EZY97MT,41.36572,2.27972
VLG72XL,51.16021,-3.40797
CEF699,58.33796,15.97190
TAP834,41.20313,9.87408
SVR525,45.91173,37.61752
ABW424,59.36407,31.44498
ANA930,34.00171,138.70383
KY8333,38.96273,121.54306
AEE8BN,40.88612,7.57153
AEA1013,51.14713,-0.19982
RYR4RE,45.82658,19.06176
MMA232,14.71559,97.76695
BOX408,65.11601,6.33845
MEA201,43.60963,23.23940
KAL826,37.43177,126.45218
PAL720,25.11856,113.49680
GLP172,56.73683,60.97558
EIN6EE,50.03566,8.56811
KQA522,1.82565,22.10586
JST974,-33.21869,125.26234
DIOBO,51.48757,7.90265
RYR23,51.25772,-0.49557
CCA4532,31.93982,105.89590
CAI54BW,45.15544,23.21512
QTR743,41.34732,49.91027
CES293,31.58643,120.32635
SAI162,24.90190,67.16871
RYR7XH,45.07104,7.23110
CES271,31.05518,121.82097
IGO823,20.24564,85.81688
RYR2UR,40.09987,-8.55957
UAL2060,38.63314,-109.09094
ASA271,33.94078,-118.38058
VLG7428,39.73047,-7.03381
RSY9114,48.59692,40.40335
SIA916,9.44773,114.24551
TAP436G,48.72184,2.37162
CTL9,33.06945,-96.72851
CES2060,34.56088,111.17626
RYR62VF,38.65912,-8.13434
TVS8HM,46.03477,22.98079
IGO634,16.57806,76.47972
12345670,35.93872,126.90006
CES5161,30.92953,112.02441
UAE413,-37.08814,156.96497
IGO985,24.76225,77.26742
CHH481,44.58964,123.57858
UAE516,27.61777,68.16103
JAI979,17.72708,83.22428
FFT1148,39.41252,-97.87103
CUA5202,38.23540,114.54871
CSN379,30.71132,121.99973
GSW2548,39.54739,2.74024
AIQ3162,8.10649,98.30493
CCA997,46.92513,130.78311
IGO822,13.93360,78.16030
BHL41F,59.60972,1.51076
CXA8192,28.98505,113.52754
JAI266,26.66670,84.04173
RYR5142,41.34439,20.46790
TVS2685,48.88261,15.99631
WOW760,53.92127,0.12448
TOM4DJ,41.49580,1.62571
TUI5EP,46.17110,16.54099
CSZ9168,29.98085,111.79649
BRU8106,49.72626,29.05372
MON20AM,46.42232,-3.50450
THA621,13.75581,106.26453
BAW148,42.76363,25.58390
CES298,53.81216,-77.98204
CSZ9723,18.77207,109.02560
AFL1134,44.71976,38.88839
CSZ9141,36.70020,115.19983
EXS531,41.61710,2.32016
OMA851,23.82381,74.13620
SBI795,51.34260,16.58493
RYR3HK,35.40674,23.98613
RYR2ET,40.86248,-7.58893
CES2110,35.55106,109.02142
CLX659,26.56389,-82.12202
AEE638,46.12070,10.66395
CSC8631,33.94453,-118.42986
CQH8935,38.80092,121.51666
GOW120,26.15511,77.21518
CLU574,54.61555,30.88515
BOX530,42.89058,30.32397
AXB193,27.05544,64.72156
ABW468,41.14920,111.73239
CAI1GW,48.09819,14.27783
EXS94A,51.64691,0.10749
CAL131,35.01018,132.91956
CDG4696,31.62442,117.74043
CES5696,34.73842,112.38705
QTR1359,18.57784,55.43809
AFL1230,54.55778,55.86435
QTR653,28.42433,71.22247
